EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
10089550,HALIFAX CO., ,05/05/1990,1830,Hail,1.25, ,0,0,0,0,NC,CST, , ,C,83,RDU,0,0, , ,0,0,0, ,0, , ,05/05/1990,1830,36.13,-77.42, , ,"","",59
10089559,PITT CO., ,05/20/1990,1633,Hail,1.75, ,0,0,0,0,NC,CST, , ,C,147,RDU,0,0, , ,0,0,0, ,0, , ,05/20/1990,1633,35.57,-77.28, , ,"","",60
10089560,CRAVEN CO., ,05/20/1990,1700,Hail,1.75, ,0,0,0,0,NC,CST, , ,C,49,ILM,0,0, , ,0,0,0, ,0, , ,05/20/1990,1700,35.18,-77.13, , ,"","",61
10089561,ONSLOW CO., ,05/20/1990,1755,Hail,1.00, ,0,0,0,0,NC,CST, , ,C,133,ILM,0,0, , ,0,0,0, ,0, , ,05/20/1990,1755,34.90,-77.55, , ,"","",62
10089562,CLEVELAND CO., ,05/21/1990,1449,Hail,1.00, ,0,0,0,0,NC,CST, , ,C,45,CLT,0,0, , ,0,0,0, ,0, , ,05/21/1990,1449,35.30,-81.70, , ,"","",63
10089563,CLEVELAND CO., ,05/21/1990,1505,Hail,.75, ,0,0,0,0,NC,CST, , ,C,45,CLT,0,0, , ,0,0,0, ,0, , ,05/21/1990,1505,35.30,-81.55, , ,"","",64
10089564,CLEVELAND CO., ,05/21/1990,1530,Hail,1.00, ,0,0,0,0,NC,CST, , ,C,45,CLT,0,0, , ,0,0,0, ,0, , ,05/21/1990,1530,35.25,-81.35, , ,"","",65
10089565,UNION CO., ,05/21/1990,1825,Hail,.75, ,0,0,0,0,NC,CST, , ,C,179,CLT,0,0, , ,0,0,0, ,0, , ,05/21/1990,1825,34.87,-80.57, , ,"","",66
10089566,LINCOLN CO., ,05/21/1990,1900,Hail,.75, ,0,0,0,0,NC,CST, , ,C,109,CLT,0,0, , ,0,0,0, ,0, , ,05/21/1990,1900,35.47,-81.27, , ,"","",67
10089568,ROCKINGHAM CO., ,05/27/1990,1530,Hail,1.00, ,0,0,0,0,NC,CST, , ,C,157,GSO,0,0, , ,0,0,0, ,0, , ,05/27/1990,1530,36.37,-79.87, , ,"","",68
