"Observation Time","Diameter (inches)","Diameter (cm)","Diameter (mm)",Latitude,Longitude,"Affected County"
"2011-06-09 12:35:00",1,2.54,25.4,36.13,-81.66,"Watauga County NC"
"2011-06-09 12:45:00",1,2.54,25.4,35.58,-82.52,"Buncombe County NC"
"2011-06-09 13:04:00",1,2.54,25.4,36.23,-79.31,"Alamance County NC"
"2011-06-09 13:30:00",1,2.54,25.4,36.03,-80.36,"Forsyth County NC"
"2011-06-09 14:00:00",1,2.54,25.4,35.54,-81.45,"Lincoln County NC"
"2011-06-09 14:01:00",1,2.54,25.4,35.24,-82.73,"Transylvania County NC"
"2011-06-09 14:10:00",1,2.54,25.4,35.19,-80.87,"Mecklenburg County NC"
"2011-06-09 14:17:00",1.5,3.81,38.1,36.25,-79.76,"Guilford County NC"
"2011-06-09 14:29:00",1,2.54,25.4,35.82,-82.65,"Madison County NC"
"2011-06-09 14:44:00",1,2.54,25.4,36.35,-79.67,"Rockingham County NC"
"2011-06-09 14:45:00",0.88,2.24,22.35,35.41,-80.85,"Mecklenburg County NC"
"2011-06-09 14:48:00",1.75,4.45,44.45,35.08,-83.78,"Clay County NC"
"2011-06-09 14:50:00",1.25,3.18,31.75,35.16,-80.67,"Mecklenburg County NC"
"2011-06-09 14:55:00",0.75,1.91,19.05,35.17,-80.66,"Mecklenburg County NC"
"2011-06-09 15:20:00",1,2.54,25.4,36.12,-82.19,"Mitchell County NC"
"2011-06-09 15:23:00",1,2.54,25.4,35.67,-80.59,"Rowan County NC"
"2011-06-09 16:06:00",0.75,1.91,19.05,35.92,-82.42,"Yancey County NC"
"2011-06-10 13:14:00",1,2.54,25.4,36.08,-81.94,"Avery County NC"
"2011-06-10 14:00:00",0.75,1.91,19.05,36.29,-81.5,"Ashe County NC"
"2011-06-10 14:27:00",0.88,2.24,22.35,36.47,-81.04,"Alleghany County NC"
"2011-06-10 14:30:00",1,2.54,25.4,36.41,-81,"Alleghany County NC"
"2011-06-10 14:35:00",0.75,1.91,19.05,36.46,-80.97,"Alleghany County NC"
"2011-06-10 15:07:00",0.75,1.91,19.05,35.41,-82.48,"Henderson County NC"
"2011-06-10 15:40:00",1,2.54,25.4,35.16,-80.78,"Mecklenburg County NC"
"2011-06-10 16:25:00",0.75,1.91,19.05,35.76,-82.57,"Buncombe County NC"
"2011-06-10 16:26:00",0.88,2.24,22.35,35.73,-81.53,"Burke County NC"
"2011-06-10 16:42:00",1,2.54,25.4,36.5,-76.57,"Gates County NC"
"2011-06-11 12:00:00",1,2.54,25.4,36.55,-81,"Alleghany County NC"
"2011-06-11 12:04:00",1,2.54,25.4,36.51,-80.98,"Alleghany County NC"
"2011-06-11 12:31:00",1,2.54,25.4,35.41,-80.67,"Cabarrus County NC"
"2011-06-11 12:39:00",0.75,1.91,19.05,35.48,-80.57,"Cabarrus County NC"
"2011-06-11 13:10:00",0.75,1.91,19.05,36.48,-80.98,"Alleghany County NC"
"2011-06-11 13:11:00",0.88,2.24,22.35,35.59,-80.46,"Rowan County NC"
"2011-06-11 13:24:00",0.75,1.91,19.05,35.36,-80.69,"Cabarrus County NC"
"2011-06-11 14:38:00",1,2.54,25.4,36.34,-80.86,"Surry County NC"
"2011-06-11 17:12:00",1,2.54,25.4,35.71,-81.33,"Catawba County NC"
"2011-06-11 17:20:00",1,2.54,25.4,35.72,-81.33,"Catawba County NC"
"2011-06-11 17:30:00",1.25,3.18,31.75,35.76,-81.3,"Catawba County NC"
"2011-06-12 12:41:00",0.88,2.24,22.35,36.13,-81.66,"Watauga County NC"
"2011-06-12 13:47:00",0.88,2.24,22.35,35.25,-82.57,"Henderson County NC"
"2011-06-12 14:15:00",0.75,1.91,19.05,35.5,-82.09,"Rutherford County NC"
"2011-06-12 14:36:00",1,2.54,25.4,35.72,-81.08,"Catawba County NC"
"2011-06-15 14:53:00",1.75,4.45,44.45,35.54,-82.54,"Buncombe County NC"
"2011-06-15 15:34:00",1.75,4.45,44.45,35.05,-83.83,"Clay County NC"
"2011-06-16 15:33:00",0.75,1.91,19.05,35.2,-82.05,"Polk County NC"
"2011-06-16 18:20:00",1,2.54,25.4,34.58,-78.87,"Robeson County NC"
"2011-06-18 11:44:00",0.88,2.24,22.35,35.42,-83.45,"Swain County NC"
"2011-06-19 15:27:00",1.25,3.18,31.75,34.67,-77.03,"Carteret County NC"
"2011-06-19 15:32:00",1,2.54,25.4,34.69,-76.89,"Carteret County NC"
"2011-06-19 22:25:00",1,2.54,25.4,35.73,-77.92,"Wilson County NC"
"2011-06-19 22:47:00",1,2.54,25.4,34.8,-78.58,"Bladen County NC"
"2011-06-19 23:28:00",1.75,4.45,44.45,34.99,-78.19,"Sampson County NC"
"2011-06-19 23:40:00",1,2.54,25.4,35,-78.09,"Duplin County NC"
"2011-06-20 01:20:00",1,2.54,25.4,34.77,-76.56,"Carteret County NC"
"2011-06-21 11:56:00",1.25,3.18,31.75,35.51,-82.61,"Buncombe County NC"
"2011-06-21 12:02:00",0.75,1.91,19.05,35.23,-82.88,"Transylvania County NC"
"2011-06-21 12:05:00",1,2.54,25.4,35.56,-82.6,"Buncombe County NC"
"2011-06-21 12:15:00",1,2.54,25.4,35.82,-82.66,"Madison County NC"
"2011-06-21 12:21:00",0.75,1.91,19.05,35.28,-82.82,"Transylvania County NC"
"2011-06-21 12:32:00",1,2.54,25.4,36.22,-81.51,"Watauga County NC"
"2011-06-21 13:42:00",1,2.54,25.4,35.86,-81.99,"McDowell County NC"
"2011-06-21 13:44:00",1,2.54,25.4,36.21,-81.67,"Watauga County NC"
"2011-06-21 14:55:00",1,2.54,25.4,36.43,-81.62,"Ashe County NC"
"2011-06-21 15:01:00",1.25,3.18,31.75,35.98,-81.44,"Caldwell County NC"
"2011-06-21 16:00:00",1.75,4.45,44.45,35.07,-78.46,"Sampson County NC"
"2011-06-21 16:24:00",1,2.54,25.4,35.14,-78.94,"Cumberland County NC"
"2011-06-21 17:03:00",1,2.54,25.4,35.4,-81.48,"Cleveland County NC"
"2011-06-21 17:30:00",1,2.54,25.4,35.04,-78.7,"Cumberland County NC"
"2011-06-21 17:35:00",1,2.54,25.4,35.38,-78.55,"Johnston County NC"
"2011-06-21 17:38:00",1.5,3.81,38.1,36.44,-79.86,"Rockingham County NC"
"2011-06-21 17:41:00",0.88,2.24,22.35,35.42,-81.31,"Lincoln County NC"
"2011-06-21 17:45:00",0.75,1.91,19.05,35.62,-81.31,"Catawba County NC"
"2011-06-21 17:53:00",1,2.54,25.4,35.06,-78.9,"Cumberland County NC"
"2011-06-21 17:58:00",1.75,4.45,44.45,35.08,-78.96,"Cumberland County NC"
"2011-06-21 18:05:00",1,2.54,25.4,35.51,-78.49,"Johnston County NC"
"2011-06-21 18:35:00",1,2.54,25.4,35.59,-79.09,"Lee County NC"
"2011-06-21 18:42:00",1,2.54,25.4,35.14,-79.42,"Moore County NC"
"2011-06-21 19:05:00",1,2.54,25.4,35.72,-78.89,"Wake County NC"
"2011-06-21 19:10:00",1,2.54,25.4,35.18,-78.98,"Cumberland County NC"
"2011-06-21 19:45:00",1,2.54,25.4,35.24,-79.57,"Moore County NC"
"2011-06-21 20:42:00",0.75,1.91,19.05,35.24,-80.93,"Mecklenburg County NC"
"2011-06-22 16:08:00",1,2.54,25.4,34.52,-78.51,"Bladen County NC"
"2011-06-22 16:15:00",1,2.54,25.4,34.65,-78.57,"Bladen County NC"
"2011-06-22 16:34:00",1.75,4.45,44.45,34.72,-78.39,"Bladen County NC"
"2011-06-22 17:15:00",0.75,1.91,19.05,34.9,-78.06,"Duplin County NC"
"2011-06-23 14:15:00",1,2.54,25.4,34.3,-77.85,"New Hanover County NC"
"2011-06-23 15:17:00",1,2.54,25.4,35.6,-77.65,"Pitt County NC"
"2011-06-23 16:10:00",1,2.54,25.4,35.78,-77.07,"Martin County NC"
"2011-06-23 16:35:00",1,2.54,25.4,34.18,-78.61,"Columbus County NC"
"2011-06-24 13:12:00",1,2.54,25.4,35.44,-83.94,"Swain County NC"
"2011-06-24 15:36:00",1.75,4.45,44.45,35.17,-80.9,"Mecklenburg County NC"
"2011-06-24 15:55:00",1,2.54,25.4,35.15,-80.72,"Mecklenburg County NC"
"2011-06-26 10:58:00",0.75,1.91,19.05,34.26,-77.84,"New Hanover County NC"
"2011-06-26 18:13:00",0.88,2.24,22.35,35.33,-81.94,"Rutherford County NC"
"2011-06-27 12:27:00",0.75,1.91,19.05,35.13,-77.09,"Craven County NC"
"2011-06-27 12:35:00",1,2.54,25.4,34.4,-78.55,"Columbus County NC"
"2011-06-27 13:05:00",0.75,1.91,19.05,35.47,-82.07,"Rutherford County NC"
"2011-06-27 14:30:00",0.88,2.24,22.35,35.61,-77.06,"Beaufort County NC"
"2011-06-27 14:50:00",1.75,4.45,44.45,36.44,-76.51,"Gates County NC"
"2011-06-28 12:39:00",0.88,2.24,22.35,35.85,-82.09,"McDowell County NC"
"2011-06-28 14:30:00",1,2.54,25.4,36.21,-81.67,"Watauga County NC"
"2011-06-28 15:52:00",0.75,1.91,19.05,35.75,-81.33,"Catawba County NC"
"2011-06-28 16:00:00",1.5,3.81,38.1,35.75,-81.33,"Cabarrus County NC"
"2011-06-28 16:12:00",0.88,2.24,22.35,35.77,-81.26,"Catawba County NC"
"2011-06-29 09:07:00",0.75,1.91,19.05,34.53,-77.47,"Onslow County NC"
"2011-06-29 13:00:00",0.88,2.24,22.35,34.49,-77.56,"Onslow County NC"
"2011-06-29 13:27:00",0.75,1.91,19.05,34.43,-77.55,"Pender County NC"
"2011-06-29 14:15:00",1.75,4.45,44.45,34.21,-77.8,"New Hanover County NC"
"2011-07-02 06:42:00",0.75,1.91,19.05,35.1,-75.98,"Hyde County NC"
"2011-07-03 14:01:00",1,2.54,25.4,35.17,-83.63,"Macon County NC"
"2011-07-03 14:19:00",1.25,3.18,31.75,36.04,-80.53,"Davie County NC"
"2011-07-03 15:15:00",1.25,3.18,31.75,36.22,-81.77,"Watauga County NC"
"2011-07-03 16:05:00",1,2.54,25.4,36.43,-81.62,"Ashe County NC"
"2011-07-04 11:45:00",1,2.54,25.4,36.36,-81.6,"Ashe County NC"
"2011-07-04 14:36:00",1,2.54,25.4,36.28,-80.98,"Wilkes County NC"
"2011-07-04 14:50:00",1.75,4.45,44.45,36.28,-80.36,"Stokes County NC"
"2011-07-04 15:40:00",1,2.54,25.4,35.23,-81.19,"Gaston County NC"
"2011-07-06 14:03:00",0.88,2.24,22.35,35.68,-82.05,"McDowell County NC"
"2011-07-06 14:33:00",1.75,4.45,44.45,36.19,-80.81,"Yadkin County NC"
"2011-07-06 16:15:00",0.75,1.91,19.05,35.53,-77.4,"Pitt County NC"
"2011-07-06 17:41:00",1,2.54,25.4,36.32,-78.88,"Person County NC"
"2011-07-07 15:08:00",1,2.54,25.4,35.77,-81.27,"Catawba County NC"
"2011-07-13 11:55:00",1,2.54,25.4,36.17,-81.35,"Wilkes County NC"
"2011-07-13 12:50:00",1,2.54,25.4,36.11,-81.41,"Wilkes County NC"
"2011-07-13 15:09:00",0.75,1.91,19.05,35.88,-78.27,"Franklin County NC"
"2011-07-13 17:08:00",1.25,3.18,31.75,34.47,-78.73,"Bladen County NC"
"2011-07-13 17:10:00",0.88,2.24,22.35,34.48,-78.69,"Bladen County NC"
"2011-07-24 13:39:00",0.88,2.24,22.35,34.79,-77.43,"Onslow County NC"
"2011-07-24 13:44:00",1,2.54,25.4,34.79,-77.43,"Onslow County NC"
"2011-07-24 16:10:00",0.75,1.91,19.05,35.37,-77.43,"Pitt County NC"
"2011-08-11 11:50:00",1,2.54,25.4,35.89,-81.52,"Caldwell County NC"
"2011-08-11 14:51:00",1,2.54,25.4,35.26,-81.08,"Gaston County NC"
"2011-08-11 14:54:00",1.25,3.18,31.75,35.28,-81.06,"Gaston County NC"
"2011-08-11 15:26:00",1,2.54,25.4,35.19,-80.87,"Mecklenburg County NC"
"2011-08-11 15:37:00",0.75,1.91,19.05,35.15,-80.83,"Mecklenburg County NC"
"2011-08-12 09:45:00",1,2.54,25.4,34.8,-77.42,"Onslow County NC"
"2011-08-12 10:30:00",1.75,4.45,44.45,34.99,-77.28,"Jones County NC"
"2011-08-12 10:32:00",1.75,4.45,44.45,35.01,-77.29,"Jones County NC"
"2011-08-12 10:35:00",1.75,4.45,44.45,35.61,-77.83,"Wilson County NC"
"2011-08-12 11:23:00",0.75,1.91,19.05,35.51,-77.71,"Greene County NC"
"2011-08-13 12:40:00",0.88,2.24,22.35,35.93,-81.66,"Caldwell County NC"
"2011-08-13 17:47:00",0.75,1.91,19.05,36.25,-80.7,"Yadkin County NC"
"2011-08-14 14:12:00",1,2.54,25.4,35.82,-82.68,"Madison County NC"
"2011-08-14 16:25:00",1.75,4.45,44.45,36.28,-80.38,"Stokes County NC"
"2011-08-14 16:30:00",1.75,4.45,44.45,36.25,-80.38,"Forsyth County NC"
"2011-08-14 16:35:00",0.75,1.91,19.05,35.93,-80.98,"Iredell County NC"
"2011-08-14 17:00:00",0.75,1.91,19.05,35.67,-81.43,"Catawba County NC"
"2011-08-14 19:05:00",1.5,3.81,38.1,35.96,-79.32,"Alamance County NC"
"2011-08-14 19:08:00",1.5,3.81,38.1,35.88,-79.58,"Randolph County NC"
"2011-08-14 19:40:00",1,2.54,25.4,35.96,-79.49,"Alamance County NC"
"2011-08-18 12:40:00",0.88,2.24,22.35,36.53,-80.87,"Surry County NC"
"2011-08-18 12:57:00",1,2.54,25.4,36.52,-80.86,"Surry County NC"
"2011-08-18 14:15:00",1,2.54,25.4,36.2,-81.38,"Wilkes County NC"
"2011-08-18 15:30:00",1,2.54,25.4,35.92,-81.18,"Alexander County NC"
"2011-08-18 16:25:00",0.88,2.24,22.35,35.71,-81.08,"Catawba County NC"
"2011-08-19 14:00:00",0.75,1.91,19.05,35.74,-81.33,"Catawba County NC"
"2011-08-20 19:55:00",1,2.54,25.4,35.24,-81.35,"Cleveland County NC"
"2011-08-20 20:15:00",0.75,1.91,19.05,35.28,-81.19,"Gaston County NC"
"2011-08-21 13:06:00",1,2.54,25.4,34.94,-79.76,"Richmond County NC"
"2011-08-21 15:55:00",1,2.54,25.4,35.75,-81.89,"Burke County NC"
"2011-08-21 16:41:00",1.25,3.18,31.75,35.92,-77.89,"Nash County NC"
"2011-08-21 17:05:00",1.25,3.18,31.75,35.91,-77.8,"Edgecombe County NC"
"2011-08-21 18:28:00",1,2.54,25.4,35.41,-79.11,"Lee County NC"
"2011-08-29 14:26:00",1,2.54,25.4,35.76,-78.79,"Wake County NC"
"2011-08-29 14:35:00",1.25,3.18,31.75,35.9,-78.68,"Wake County NC"
"2011-08-29 14:50:00",1.25,3.18,31.75,36.24,-78.73,"Granville County NC"
"2011-08-29 15:00:00",1.25,3.18,31.75,36.01,-78.29,"Franklin County NC"
"2011-08-29 15:10:00",1,2.54,25.4,36.05,-79.4,"Alamance County NC"
"2011-08-29 16:13:00",1,2.54,25.4,35.97,-77.87,"Nash County NC"
"2011-08-29 16:35:00",1.75,4.45,44.45,35.88,-77.71,"Edgecombe County NC"
"2011-08-29 16:43:00",1,2.54,25.4,35.85,-77.68,"Edgecombe County NC"
"2011-08-29 17:43:00",1.75,4.45,44.45,35.6,-77.37,"Pitt County NC"
"2011-09-02 12:20:00",0.75,1.91,19.05,35.33,-82.45,"Henderson County NC"
"2011-09-02 13:20:00",1,2.54,25.4,36.38,-80.48,"Surry County NC"
"2011-09-02 15:35:00",1,2.54,25.4,35.3,-81.77,"Rutherford County NC"
"2011-09-02 17:05:00",0.88,2.24,22.35,35.41,-80.64,"Cabarrus County NC"
"2011-09-05 17:47:00",1,2.54,25.4,35.07,-80.62,"Union County NC"
"2011-09-25 12:47:00",2,5.08,50.8,35.48,-81.25,"Lincoln County NC"
"2011-09-27 19:36:00",0.75,1.91,19.05,35.41,-80.59,"Cabarrus County NC"
"2011-09-27 22:30:00",1,2.54,25.4,36.06,-79.69,"Guilford County NC"
"2011-09-28 14:30:00",1,2.54,25.4,34.57,-77.91,"Pender County NC"
"2011-09-28 14:40:00",0.75,1.91,19.05,35.26,-77.69,"Lenoir County NC"
"2011-09-30 18:56:00",0.75,1.91,19.05,34.9,-77.55,"Onslow County NC"
"2011-10-13 11:16:00",1.75,4.45,44.45,34.92,-77.77,"Duplin County NC"
"2011-10-13 12:00:00",1,2.54,25.4,35.22,-77.53,"Lenoir County NC"
"2011-11-04 11:16:00",1,2.54,25.4,34.17,-78.1,"Brunswick County NC"
"2011-11-04 12:45:00",1,2.54,25.4,33.93,-78.3,"Brunswick County NC"
"2011-11-16 16:45:00",1.75,4.45,44.45,35.72,-80.46,"Rowan County NC"
"2011-11-16 16:52:00",1,2.54,25.4,35.74,-80.35,"Davidson County NC"
"2012-02-24 13:16:00",1,2.54,25.4,34.5201,-78.8128,"Bladen County NC"
"2012-02-24 13:29:00",0.75,1.91,19.05,35.77,-81.29,"Catawba County NC"
"2012-02-24 13:30:00",1,2.54,25.4,35.816,-81.18,"Catawba County NC"
"2012-02-24 13:31:00",1,2.54,25.4,35.781,-81.262,"Catawba County NC"
"2012-02-24 13:50:00",1.25,3.18,31.75,34.89,-77.77,"Duplin County NC"
"2012-02-24 13:55:00",1,2.54,25.4,34.92,-77.77,"Duplin County NC"
"2012-02-24 14:05:00",1,2.54,25.4,34.95,-77.61,"Onslow County NC"
"2012-02-24 14:20:00",1,2.54,25.4,34.99,-77.66,"Jones County NC"
"2012-03-02 10:07:00",0.75,1.91,19.05,35.79,-80.89,"Iredell County NC"
"2012-03-02 10:29:00",1.5,3.81,38.1,35.9,-80.56,"Davie County NC"
"2012-03-02 19:24:00",1.75,4.45,44.45,35.17,-83.72,"Macon County NC"
"2012-03-02 19:30:00",1.25,3.18,31.75,35.85,-82.65,"Madison County NC"
"2012-03-02 19:44:00",1,2.54,25.4,35.88,-82.45,"Madison County NC"
"2012-03-02 19:45:00",1.75,4.45,44.45,35.21,-83.42,"Macon County NC"
"2012-03-02 19:55:00",0.75,1.91,19.05,35.92,-82.3,"Yancey County NC"
"2012-03-02 19:57:00",2,5.08,50.8,35.19,-83.28,"Macon County NC"
"2012-03-02 20:05:00",1.75,4.45,44.45,35.21,-83.14,"Jackson County NC"
"2012-03-15 13:28:00",1,2.54,25.4,36.52,-81.3,"Alleghany County NC"
"2012-03-15 14:30:00",0.75,1.91,19.05,35.82,-82.5,"Madison County NC"
"2012-03-15 14:52:00",1,2.54,25.4,35.24,-82.73,"Transylvania County NC"
"2012-03-15 14:59:00",0.88,2.24,22.35,36.17,-81.77,"Watauga County NC"
"2012-03-15 15:19:00",0.75,1.91,19.05,36.14,-81.78,"Watauga County NC"
"2012-03-15 15:21:00",1,2.54,25.4,35.85,-82.53,"Madison County NC"
"2012-03-15 15:40:00",0.88,2.24,22.35,36.17,-81.77,"Watauga County NC"
"2012-03-17 16:50:00",1,2.54,25.4,34.97,-79.37,"Hoke County NC"
"2012-03-19 13:01:00",1,2.54,25.4,33.9248,-78.1448,"Brunswick County NC"
"2012-03-20 12:52:00",1,2.54,25.4,35.74,-81.7,"Burke County NC"
"2012-03-20 15:11:00",1,2.54,25.4,35.51,-77.12,"Beaufort County NC"
"2012-03-20 15:14:00",1,2.54,25.4,36.06,-78.19,"Franklin County NC"
"2012-03-20 15:15:00",1,2.54,25.4,35.51,-77.17,"Beaufort County NC"
"2012-03-20 15:18:00",1,2.54,25.4,35.51,-77.1,"Beaufort County NC"
"2012-03-20 15:21:00",0.88,2.24,22.35,35.47,-77.12,"Beaufort County NC"
"2012-03-20 15:54:00",1,2.54,25.4,35.97,-78.33,"Franklin County NC"
"2012-03-20 17:07:00",1,2.54,25.4,36.49,-79.6,"Rockingham County NC"
"2012-03-20 17:34:00",1,2.54,25.4,36.01,-80.29,"Forsyth County NC"
"2012-03-22 15:46:00",1,2.54,25.4,34.58,-78.8,"Bladen County NC"
"2012-03-22 15:55:00",1,2.54,25.4,34.54,-78.8,"Bladen County NC"
"2012-03-22 16:03:00",1,2.54,25.4,34.5425,-78.806,"Bladen County NC"
"2012-03-23 13:15:00",0.88,2.24,22.35,36.45,-81.1,"Alleghany County NC"
"2012-03-24 05:30:00",1,2.54,25.4,35.13,-82.81,"Transylvania County NC"
"2012-03-24 10:54:00",0.75,1.91,19.05,35.77,-82.04,"McDowell County NC"
"2012-03-24 12:51:00",1,2.54,25.4,34.03,-78.63,"Columbus County NC"
"2012-03-24 13:05:00",0.75,1.91,19.05,35.08,-77.45,"Jones County NC"
"2012-03-24 13:18:00",1,2.54,25.4,35.77,-77.86,"Wilson County NC"
"2012-03-24 13:24:00",1.25,3.18,31.75,36.5,-81,"Alleghany County NC"
"2012-03-24 13:54:00",0.75,1.91,19.05,35.19,-81.26,"Gaston County NC"
"2012-03-24 14:08:00",1.75,4.45,44.45,36.55,-80.48,"Surry County NC"
"2012-03-24 14:09:00",0.75,1.91,19.05,35.53,-81.03,"Lincoln County NC"
"2012-03-24 14:20:00",1,2.54,25.4,36.2,-80.86,"Yadkin County NC"
"2012-03-24 14:21:00",1,2.54,25.4,35.58,-80.87,"Iredell County NC"
"2012-03-24 14:35:00",0.88,2.24,22.35,36.17,-80.58,"Yadkin County NC"
"2012-03-24 14:40:00",1,2.54,25.4,35.893,-80.561,"Davie County NC"
"2012-03-24 14:47:00",0.75,1.91,19.05,35.42,-81.25,"Lincoln County NC"
"2012-03-24 14:50:00",1,2.54,25.4,35.09,-78.51,"Sampson County NC"
"2012-03-24 15:05:00",0.75,1.91,19.05,35.71,-80.48,"Rowan County NC"
"2012-03-24 15:13:00",0.75,1.91,19.05,35.14,-80.85,"Mecklenburg County NC"
"2012-03-24 15:20:00",1,2.54,25.4,36,-80.27,"Davidson County NC"
"2012-03-24 15:45:00",1,2.54,25.4,35.81,-80.26,"Davidson County NC"
"2012-03-24 15:49:00",0.88,2.24,22.35,35.53,-80.47,"Rowan County NC"
"2012-03-24 15:51:00",1,2.54,25.4,35.56,-80.42,"Rowan County NC"
"2012-03-24 15:58:00",0.88,2.24,22.35,35.26,-80.5,"Cabarrus County NC"
"2012-03-24 16:00:00",1,2.54,25.4,36.09,-79.98,"Guilford County NC"
"2012-03-24 16:40:00",1,2.54,25.4,35.97,-79.84,"Guilford County NC"
"2012-03-24 17:00:00",1.25,3.18,31.75,35.9925,-78.9047,"Durham County NC"
"2012-03-24 17:05:00",1,2.54,25.4,36.31,-79.46,"Caswell County NC"
"2012-03-24 17:15:00",1,2.54,25.4,36.07,-79.1,"Orange County NC"
"2012-03-24 17:40:00",1,2.54,25.4,35.92,-79.67,"Guilford County NC"
"2012-03-24 17:49:00",1.25,3.18,31.75,36.08,-79.45,"Alamance County NC"
"2012-03-24 17:54:00",1,2.54,25.4,36.01,-79.39,"Alamance County NC"
"2012-03-24 17:58:00",1,2.54,25.4,36.4,-78.98,"Person County NC"
"2012-03-25 01:20:00",1.75,4.45,44.45,35.61,-80.89,"Iredell County NC"
"2012-03-25 01:50:00",1,2.54,25.4,35.6524,-80.82,"Iredell County NC"
"2012-03-25 02:13:00",1.75,4.45,44.45,35.66,-80.73,"Rowan County NC"
"2012-03-25 02:38:00",0.75,1.91,19.05,35.77,-80.59,"Rowan County NC"
"2012-03-25 02:53:00",1,2.54,25.4,35.81,-80.56,"Davie County NC"
"2012-03-25 03:35:00",0.75,1.91,19.05,35.96,-80.43,"Davie County NC"
"2012-03-25 06:48:00",1,2.54,25.4,35.45,-79.69,"Moore County NC"
"2012-03-25 12:55:00",0.75,1.91,19.05,34.9,-77.23,"Jones County NC"
"2012-03-25 13:05:00",1,2.54,25.4,34.76,-77.41,"Onslow County NC"
"2012-03-25 13:17:00",1,2.54,25.4,34.55,-77.93,"Pender County NC"
"2012-03-25 13:20:00",0.75,1.91,19.05,34.96,-76.93,"Craven County NC"
"2012-03-25 13:30:00",0.88,2.24,22.35,34.53,-78.08,"Pender County NC"
"2012-03-25 13:35:00",1,2.54,25.4,34.501,-78.056,"Pender County NC"
"2012-03-25 13:45:00",1.75,4.45,44.45,35.24,-77.54,"Lenoir County NC"
"2012-03-25 14:00:00",1,2.54,25.4,35.0335,-76.6914,"Pamlico County NC"
"2012-03-25 14:10:00",1,2.54,25.4,34.5903,-79.0974,"Robeson County NC"
"2012-03-25 14:14:00",0.75,1.91,19.05,35.27,-77.33,"Craven County NC"
"2012-03-25 14:25:00",0.75,1.91,19.05,35.06,-77.74,"Lenoir County NC"
"2012-03-25 14:40:00",1,2.54,25.4,34.47,-78.32,"Bladen County NC"
"2012-03-25 14:55:00",1,2.54,25.4,34.72,-78.2,"Sampson County NC"
"2012-03-25 15:20:00",0.88,2.24,22.35,34.87,-78.06,"Duplin County NC"
"2012-03-25 16:18:00",0.75,1.91,19.05,35.87,-77.24,"Martin County NC"
"2012-03-25 16:21:00",1,2.54,25.4,34.84,-78.02,"Duplin County NC"
"2012-03-25 16:22:00",1.5,3.81,38.1,35.82,-77.23,"Martin County NC"
"2012-03-25 17:00:00",1.75,4.45,44.45,34.02,-78.27,"Brunswick County NC"
"2012-03-25 17:05:00",1,2.54,25.4,35.35,-78.09,"Wayne County NC"
"2012-03-25 17:10:00",1.5,3.81,38.1,33.91,-78.31,"Brunswick County NC"
"2012-03-30 15:53:00",1,2.54,25.4,34.97,-77.76,"Duplin County NC"
"2012-03-30 17:00:00",1,2.54,25.4,34.94,-77.53,"Onslow County NC"
"2012-03-30 17:30:00",0.88,2.24,22.35,35.3,-77.64,"Lenoir County NC"
"2012-03-31 16:30:00",1,2.54,25.4,35.09,-84.15,"Cherokee County NC"
"2012-03-31 18:08:00",0.88,2.24,22.35,35.22,-81.53,"Cleveland County NC"
"2012-03-31 18:30:00",1,2.54,25.4,36.45,-81.62,"Ashe County NC"
"2012-03-31 20:06:00",1,2.54,25.4,36.09,-81.37,"Wilkes County NC"
"2012-03-31 21:48:00",1.75,4.45,44.45,35.79,-78.8,"Wake County NC"
"2012-04-03 11:13:00",1,2.54,25.4,35.6,-83.03,"Haywood County NC"
"2012-04-03 11:45:00",0.88,2.24,22.35,35.32,-83.526,"Swain County NC"
"2012-04-03 11:55:00",1,2.54,25.4,35.545,-82.88,"Haywood County NC"
"2012-04-03 12:00:00",0.75,1.91,19.05,35.36,-83.55,"Swain County NC"
"2012-04-03 12:08:00",1,2.54,25.4,35.55,-82.81,"Haywood County NC"
"2012-04-03 12:19:00",0.75,1.91,19.05,35.23,-83.12,"Jackson County NC"
"2012-04-03 13:30:00",1,2.54,25.4,35.35,-82.615,"Henderson County NC"
"2012-04-03 16:06:00",0.75,1.91,19.05,36.4,-81.32,"Alleghany County NC"
"2012-04-03 17:21:00",1,2.54,25.4,35.27,-83.13,"Jackson County NC"
"2012-04-05 11:40:00",0.75,1.91,19.05,35.18,-83.31,"Macon County NC"
"2012-04-05 11:49:00",0.75,1.91,19.05,35.39,-82.57,"Henderson County NC"
"2012-04-05 11:50:00",1,2.54,25.4,35.62,-82.45,"Buncombe County NC"
"2012-04-05 12:54:00",1,2.54,25.4,35.6,-82.55,"Buncombe County NC"
"2012-04-17 12:21:00",0.88,2.24,22.35,35.5335,-82.6518,"Buncombe County NC"
"2012-04-17 13:56:00",1.75,4.45,44.45,35.784,-82.047,"McDowell County NC"
"2012-04-17 13:57:00",2,5.08,50.8,35.77,-82.04,"McDowell County NC"
"2012-04-17 14:49:00",0.75,1.91,19.05,36.03,-81.6,"Caldwell County NC"
"2012-04-17 16:28:00",0.75,1.91,19.05,35.75,-81.62,"Burke County NC"
"2012-04-21 14:23:00",0.75,1.91,19.05,34.9,-78.06,"Duplin County NC"
"2012-04-26 06:30:00",0.75,1.91,19.05,35.33,-83.82,"Graham County NC"
"2012-04-26 06:40:00",0.88,2.24,22.35,35.6145,-82.4,"Buncombe County NC"
