STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,PRCP_ATTRIBUTES
USC00312270,"DAYBOOK, NC US",35.98333,-82.3,716.9,1949-01,2.5,"1,,,0"
USC00312270,"DAYBOOK, NC US",35.98333,-82.3,716.9,1949-02,3.16,",,,0"
USC00312270,"DAYBOOK, NC US",35.98333,-82.3,716.9,1949-03,3.23,",,,0"
USC00312270,"DAYBOOK, NC US",35.98333,-82.3,716.9,1949-04,4.11,",,,0"
USC00312270,"DAYBOOK, NC US",35.98333,-82.3,716.9,1949-05,4.75,",,,0"
USC00312270,"DAYBOOK, NC US",35.98333,-82.3,716.9,1949-06,5.27,",,,0"
USC00312270,"DAYBOOK, NC US",35.98333,-82.3,716.9,1949-07,5.48,",,,0"
USC00312270,"DAYBOOK, NC US",35.98333,-82.3,716.9,1949-08,7.06,",,,0"
USC00312270,"DAYBOOK, NC US",35.98333,-82.3,716.9,1949-09,3.2,",,,0"
USC00312270,"DAYBOOK, NC US",35.98333,-82.3,716.9,1949-10,4,",,,0"
USC00312270,"DAYBOOK, NC US",35.98333,-82.3,716.9,1949-11,2.81,",,,0"
USC00312270,"DAYBOOK, NC US",35.98333,-82.3,716.9,1949-12,1.95,",,,0"
USC00312270,"DAYBOOK, NC US",35.98333,-82.3,716.9,1950-01,5.48,",,,0"
USC00312270,"DAYBOOK, NC US",35.98333,-82.3,716.9,1950-02,2.53,",a,,0"
USC00312270,"DAYBOOK, NC US",35.98333,-82.3,716.9,1950-03,4.68,",,,0"
USC00312270,"DAYBOOK, NC US",35.98333,-82.3,716.9,1950-04,1.69,",,,0"
USC00312270,"DAYBOOK, NC US",35.98333,-82.3,716.9,1950-05,4.46,",,,0"
USC00312270,"DAYBOOK, NC US",35.98333,-82.3,716.9,1950-06,4.59,",,,0"
USC00312270,"DAYBOOK, NC US",35.98333,-82.3,716.9,1950-07,3.59,",,,0"
USC00312270,"DAYBOOK, NC US",35.98333,-82.3,716.9,1950-08,2.94,",,,0"
USC00312270,"DAYBOOK, NC US",35.98333,-82.3,716.9,1950-09,5.9,",,,0"
USC00312270,"DAYBOOK, NC US",35.98333,-82.3,716.9,1950-10,2.06,",,,0"
USC00312270,"DAYBOOK, NC US",35.98333,-82.3,716.9,1950-11,1.55,",,,0"
USC00312270,"DAYBOOK, NC US",35.98333,-82.3,716.9,1950-12,2.79,",,,0"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1914-11,5.38,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1914-12,,
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1915-01,,
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1915-02,,
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1915-03,2.65,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1915-04,3.9,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1915-05,5.98,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1915-06,,
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1915-07,7.75,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1915-08,,
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1915-09,,
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1915-10,,
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1915-12,3.2,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1916-01,1.8,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1916-02,2.32,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1916-04,2.02,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1916-05,5.9,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1916-06,7.76,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1916-07,7.42,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1916-08,8.75,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1916-09,3.1,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1916-10,2.15,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1916-11,1.5,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1916-12,3.69,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1917-01,5.4,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1917-02,1.89,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1917-03,3.57,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1917-04,5.13,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1917-05,2.54,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1917-06,11.09,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1917-07,13.31,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1917-08,5.8,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1917-09,13.46,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1917-10,3.94,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1917-11,1.36,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1917-12,2.09,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1918-01,4.65,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1918-02,1.43,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1918-03,1.37,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1918-04,10.31,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1918-05,2.45,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1918-06,3.06,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1918-07,11.21,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1918-08,10.39,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1918-09,3.42,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1918-10,1.29,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1918-11,4,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1918-12,5.19,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1919-01,4.62,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1919-02,3.61,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1919-03,4.2,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1919-04,1.8,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1919-05,5.22,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1919-06,3.59,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1919-07,6.81,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1919-08,5.72,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1919-09,2.46,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1919-10,3.06,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1919-11,0.43,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1919-12,2.04,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1920-01,2.45,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1920-02,7.07,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1920-03,4.4,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1920-04,3.96,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1920-05,1.24,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1920-06,4.19,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1920-07,8.05,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1920-08,10.04,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1920-09,5.02,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1920-10,1.26,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1920-11,4.49,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1920-12,6.03,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1921-01,2.52,"1,,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1921-02,4.5,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1921-03,3.86,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1921-04,4.05,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1921-05,6.57,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1921-06,2.37,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1921-07,8.35,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1921-08,3.87,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1921-09,4.91,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1921-10,1.31,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1921-11,2.16,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1921-12,2.48,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1922-01,4.4,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1922-02,6.45,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1922-03,4.91,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1922-04,2.3,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1922-05,1.72,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1922-06,10.29,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1922-07,5.68,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1922-08,6.93,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1922-09,3.04,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1922-10,2.63,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1922-11,0.51,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1922-12,6.21,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1923-01,3.43,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1923-02,2.59,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1923-03,3.59,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1923-04,4.94,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1923-05,0.97,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1923-06,0.99,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1923-07,8.48,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1923-08,6.97,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1923-09,3.94,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1923-10,3.1,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1923-11,4.2,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1923-12,2.06,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1924-01,4.28,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1924-02,5.67,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1924-03,2.02,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1924-04,2.09,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1924-05,5.37,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1924-06,9.44,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1924-07,10.2,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1924-08,5.12,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1924-09,12.3,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1924-10,0.39,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1924-11,2.69,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1924-12,5.51,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1925-01,5.38,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1925-02,2.89,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1925-03,3.14,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1925-04,2.66,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1925-05,2.43,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1925-06,7.02,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1925-07,3.7,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1925-08,4.05,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1925-09,2.69,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1925-10,3.57,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1925-11,3.39,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1925-12,3.98,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1926-01,4.65,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1926-02,3.72,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1926-03,5.13,"1,,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1926-04,3.67,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1926-05,1.99,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1926-06,5.09,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1926-07,8.49,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1926-08,5.4,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1926-09,1.14,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1926-10,3.32,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1926-11,4.89,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1926-12,2.22,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1927-01,0.97,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1927-02,3.2,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1927-03,2.13,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1927-04,3.42,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1927-05,2.66,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1927-06,3.12,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1927-07,3.72,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1927-08,5.5,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1927-09,1.57,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1927-10,2.1,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1927-11,3.56,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1927-12,5.56,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1928-01,0.86,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1928-02,4.64,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1928-03,2.81,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1928-04,4.88,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1928-05,3.58,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1928-06,5.05,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1928-07,3.28,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1928-08,2.79,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1928-09,14.41,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1928-10,1.07,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1928-11,3.45,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1928-12,4.84,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1929-01,6.39,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1929-02,5.51,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1929-03,3.67,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1929-04,0.74,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1929-05,9.04,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1929-06,10.5,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1929-07,5.56,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1929-08,3.9,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1929-09,5.82,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1929-10,6.89,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1929-11,2.9,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1929-12,3.05,"1,,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1930-01,5.16,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1930-02,1.02,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1930-03,1.81,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1930-04,1.91,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1930-05,3.2,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1930-06,5.97,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1930-07,5.77,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1930-08,1.29,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1930-09,1.63,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1930-10,2.44,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1930-11,5.92,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1930-12,4.84,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1931-01,2.31,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1931-02,1.44,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1931-03,5.23,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1931-04,2.15,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1931-05,4.92,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1931-06,3.13,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1931-07,10.88,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1931-08,9.27,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1931-09,2.86,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1931-10,0.43,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1931-11,0.44,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1931-12,4.26,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1932-01,3.61,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1932-02,2.33,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1932-03,3.7,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1932-04,2.04,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1932-05,2.62,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1932-06,1,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1932-07,1.37,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1932-08,4.51,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1932-09,2.35,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1932-10,5.33,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1932-11,6.54,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1932-12,4.72,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1933-01,3.09,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1933-02,,
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1933-03,2.98,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1933-04,2.65,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1933-05,5.04,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1933-06,4.54,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1933-07,8.12,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1933-08,10.35,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1933-09,5.01,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1933-10,1.04,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1933-11,0.32,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1933-12,1.06,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1934-01,2.81,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1934-02,4.09,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1934-03,6.86,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1934-04,4.51,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1934-05,4.43,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1934-06,2.8,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1934-07,8.29,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1934-08,6.93,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1934-09,5.07,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1934-10,0.58,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1934-11,2.29,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1934-12,1.89,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1935-01,3.86,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1935-02,2.02,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1935-03,3.82,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1935-04,4.09,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1935-05,1.61,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1935-06,,
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1935-07,9.28,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1935-08,5.8,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1935-09,4.37,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1935-10,0.6,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1935-11,2.56,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1935-12,2.58,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1936-01,5.6,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1936-02,5.14,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1936-03,4.49,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1936-04,6.39,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1936-05,0.33,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1936-06,4.96,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1936-07,7.68,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1936-08,2.17,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1936-09,4.31,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1936-10,6.39,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1936-11,2.03,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1936-12,5.5,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1937-01,4.74,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1937-02,5.12,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1937-03,2.24,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1937-04,5.73,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1937-05,2.65,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1937-06,4.53,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1937-07,5.77,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1937-08,5.3,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1937-09,2.46,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1937-10,2.88,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1937-11,5.99,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1937-12,1.98,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1938-01,2.44,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1938-02,1.49,",,,6"
USC00319225,"WENONA, NC US",35.716667,-76.633333,6.4,1938-03,2.83,",,,6"
