Observation Time,Maximum Category,Path Length (miles),Path Width (yards),Injuries,Fatalities,Monetary Loss,Origin Latitude,Origin Longitude,Track End Latitude,Track End Longitude,Affected Counties
7/11/1994 13:23,F-0,0.1,10,0,0,$0 or unknown,34.93,-76.85,0,0,Craven County NC
7/28/1994 15:45,F-0,0.1,10,0,0,"$3,000 ",35.13,-77.02,0,0,Craven County NC
8/5/1994 18:00,F-0,0.1,10,0,0,"$3,000 ",35.67,-80.5,0,0,Rowan County NC
8/16/1994 16:30,F-1,2,200,0,0,"$5,000 ",35.2,-81.53,0,0,Cleveland County NC
8/16/1994 17:42,F-0,2,50,0,0,"$4,000 ",35.87,-81.38,0,0,Caldwell County NC
8/16/1994 17:45,F-2,1.5,200,1,0,"$5,000 ",35.73,-81.32,0,0,Catawba County NC
8/16/1994 18:15,F-0,2,50,0,0,"$4,000 ",36.3,-81,0,0,Wilkes County NC
8/16/1994 23:00,F-0,1,50,0,0,"$4,000 ",35.78,-80.9,0,0,Iredell County NC
8/17/1994 19:10,F-1,1,50,0,0,"$5,000 ",35.4,-78.75,0,0,Harnett County NC
9/18/1994 15:45,F-1,0.2,40,0,0,"$5,000 ",33.98,-78.53,0,0,Brunswick County NC
9/22/1994 2:30,F-0,0.2,23,1,0,"$4,000 ",35.57,-75.48,0,0,Dare County NC
1/6/1995 22:15,F-0,2,150,3,1,"$5,000 ",34.7,-78.55,0,0,Bladen County NC
1/6/1995 23:30,F-1,1,73,1,0,"$4,000 ",35.12,-78.1,0,0,Duplin County NC
1/6/1995 23:40,F-1,1,100,8,0,"$4,000 ",35.32,-77.73,0,0,Lenoir County NC
1/6/1995 23:45,F-1,0.5,50,22,0,"$6,000 ",35.23,-77.85,0,0,Wayne County NC
4/12/1995 13:23,F-0,0.5,23,1,0,"$4,000 ",35.05,-80.7,0,0,Union County NC
5/11/1995 15:57,F-1,0.1,10,0,0,"$5,000 ",36.12,-76.95,0,0,Bertie County NC
5/11/1995 17:26,F-0,1,33,0,0,$0 or unknown,35.63,-79.77,0,0,Randolph County NC
5/19/1995 6:38,F-1,6,50,1,0,"$5,000 ",34.95,-79.27,34.95,-79.22,Hoke County NC
6/8/1995 17:52,F-0,1,33,0,0,$0 or unknown,36.42,-78.97,0,0,Person County NC
6/12/1995 16:13,F-0,3,40,0,0,$0 or unknown,36.42,-77.72,36.42,-77.67,Halifax County NC
7/1/1995 13:55,F-0,0.1,10,0,0,$0 or unknown,33.92,-78.02,0,0,Brunswick County NC
10/5/1995 9:40,F-0,0.2,23,0,0,"$4,000 ",35.45,-77.68,0,0,Greene County NC
10/27/1995 15:20,F-2,4,73,0,0,"$5,000 ",36.5,-78.93,36.55,-78.9,Person County NC
10/27/1995 16:10,F-2,2,73,0,0,"$5,000 ",36.22,-78.53,0,0,Granville County NC
10/27/1995 16:35,F-2,3,50,0,0,"$7,000 ",36.33,-78.48,36.33,-78.42,Vance County NC
10/27/1995 16:50,F-0,1,50,0,0,"$4,000 ",36.48,-78.18,0,0,Warren County NC
10/28/1995 0:15,F-0,0.3,23,0,0,"$3,000 ",34.55,-77.43,0,0,Onslow County NC
10/28/1995 0:30,F-0,0.5,40,0,0,"$4,000 ",34.77,-77.38,0,0,Onslow County NC
10/28/1995 0:35,F-0,0.2,23,0,0,"$2,000 ",34.72,-77.23,0,0,Onslow County NC
11/7/1995 16:00,F-0,0.1,10,0,0,$0 or unknown,34.65,-79.08,0,0,Robeson County NC
11/7/1995 16:30,F-2,0.7,40,122,0,"$5,000 ",34.28,-78.7,0,0,Columbus County NC
11/11/1995 18:50,F-1,1,100,3,0,"$4,000 ",35.78,-77.65,0,0,Edgecombe County NC
11/11/1995 19:15,F-2,0.3,100,0,0,"$5,000 ",36.33,-77.22,0,0,Northampton County NC
11/11/1995 20:00,F-1,2.2,100,0,0,"$4,000 ",36.32,-76.63,36.35,-76.6,Chowan County NC; Gates County NC
11/11/1995 20:25,F-1,1,100,0,0,"$4,000 ",36.3,-76.25,0,0,Pasquotank County NC
1/19/1996 12:16,F-0,0.3,50,0,0,$0 or unknown,35.27,-75.55,35.27,-75.55,Dare County NC
4/13/1996 18:03,F-1,1,50,0,0,$0 or unknown,34.7,-80.57,34.7,-80.57,Union County NC
4/15/1996 9:20,F-0,0.2,20,0,0,$0 or unknown,34.53,-78.05,34.53,-78.05,Pender County NC
4/15/1996 9:50,F-0,0.1,10,0,0,$0 or unknown,34.53,-78.08,34.53,-78.08,Pender County NC
4/15/1996 13:25,F-1,0.3,50,0,0,$0 or unknown,34.83,-78.05,34.83,-78.05,Duplin County NC
4/15/1996 13:30,F-2,1.5,75,0,0,$0 or unknown,34.9,-77.95,34.9,-77.95,Duplin County NC
4/15/1996 13:33,F-2,1,75,3,0,$0 or unknown,34.92,-77.95,34.92,-77.95,Duplin County NC
4/15/1996 13:35,F-2,0.8,75,0,0,$0 or unknown,34.92,-77.95,34.92,-77.95,Duplin County NC
4/15/1996 13:40,F-1,0.5,50,0,0,$0 or unknown,34.95,-77.93,34.95,-77.93,Duplin County NC
4/15/1996 13:48,F-2,1,75,0,0,$0 or unknown,35.02,-77.95,35.03,-77.95,Duplin County NC
4/15/1996 14:20,F-0,0.3,25,0,0,$0 or unknown,35.15,-77.73,35.15,-77.73,Lenoir County NC
4/15/1996 14:32,F-0,0.3,50,0,0,$0 or unknown,35.27,-77.6,35.27,-77.6,Lenoir County NC
4/15/1996 14:35,F-1,0.5,50,0,0,$0 or unknown,35.27,-77.6,35.28,-77.6,Lenoir County NC
4/15/1996 14:45,F-0,0.5,50,0,0,$0 or unknown,35.32,-77.58,35.32,-77.58,Lenoir County NC
4/15/1996 15:00,F-2,1.3,75,0,0,$0 or unknown,35.47,-77.53,35.47,-77.53,Greene County NC
4/15/1996 15:10,F-1,0.7,50,0,0,$0 or unknown,35.48,-77.38,35.48,-77.38,Pitt County NC
4/15/1996 16:08,F-0,2,200,0,0,$0 or unknown,35.78,-78.38,35.83,-78.33,Wake County NC
4/15/1996 16:25,F-1,3,50,26,0,"$3,000 ",35.78,-78.38,35.82,-78.33,Wake County NC
4/15/1996 16:45,F-1,4,50,0,0,$0 or unknown,35.95,-78.12,35.95,-78.12,Nash County NC
4/20/1996 11:50,F-0,0.1,30,0,0,$0 or unknown,35.57,-82.02,35.57,-82.02,McDowell County NC
4/20/1996 12:00,F-1,0.1,20,2,0,$0 or unknown,36.18,-81.65,36.18,-81.65,Watauga County NC
4/26/1996 12:30,F-0,0.5,50,0,0,$0 or unknown,35.02,-77.48,35.02,-77.48,Jones County NC
4/26/1996 12:45,F-0,0.2,20,0,0,$0 or unknown,34.15,-78.6,34.15,-78.6,Columbus County NC
4/26/1996 12:50,F-0,0.2,25,0,0,$0 or unknown,34.97,-77.23,34.97,-77.23,Jones County NC
5/6/1996 18:45,F-1,0.1,20,0,0,$0 or unknown,36.28,-79.73,36.28,-79.73,Rockingham County NC
5/11/1996 17:40,F-0,0.1,10,0,0,$0 or unknown,34.5,-78.83,34.5,-78.83,Bladen County NC
5/29/1996 15:40,F-1,5,150,0,0,$0 or unknown,35.58,-80.82,35.58,-80.67,Iredell County NC; Rowan County NC
5/29/1996 16:05,F-1,5,150,0,0,$0 or unknown,35.65,-80.48,35.67,-80.4,Rowan County NC
7/3/1996 13:30,F-0,1,500,0,0,$0 or unknown,36.45,-77.27,36.45,-77.23,Northampton County NC
7/12/1996 11:30,F-0,0.3,50,0,0,$0 or unknown,35.7,-78.12,35.7,-78.12,Wilson County NC
7/12/1996 12:25,F-0,4.5,100,0,0,$0 or unknown,35.78,-78.8,35.78,-78.8,Wake County NC
7/12/1996 15:20,F-0,0.5,50,0,0,$0 or unknown,34.72,-76.85,34.72,-76.85,Carteret County NC
7/12/1996 15:41,F-0,0.5,50,0,0,$0 or unknown,35.07,-76.98,35.07,-76.98,Craven County NC
7/25/1996 10:54,F-1,0.1,25,0,0,$0 or unknown,36.5,-79.23,36.5,-79.23,Caswell County NC
8/4/1996 7:20,F-0,0.1,20,0,0,$0 or unknown,33.92,-78.03,33.92,-78.03,Brunswick County NC
9/6/1996 20:00,F-0,0.2,10,0,0,$0 or unknown,34.62,-79,34.62,-79,Robeson County NC
9/16/1996 16:35,F-0,0.1,180,0,0,$0 or unknown,35.3,-81.55,35.3,-81.55,Cleveland County NC
9/16/1996 18:10,F-0,3,10,0,0,$0 or unknown,34.42,-79.05,34.47,-79.02,Robeson County NC
9/16/1996 19:20,F-2,1.4,100,0,0,$0 or unknown,35.25,-78.53,35.25,-78.53,Sampson County NC
9/16/1996 21:12,F-1,2,100,0,0,$0 or unknown,35.12,-78.03,35.12,-78.03,Duplin County NC
9/16/1996 22:00,F-2,1,100,1,0,"$1,000 ",35.22,-77.58,35.25,-77.58,Lenoir County NC
9/16/1996 22:05,F-1,1,100,1,0,"$1,000 ",35.55,-77.77,35.57,-77.75,Lenoir County NC
9/16/1996 22:30,F-1,0.5,75,0,0,$0 or unknown,35.32,-77.38,35.32,-77.38,Craven County NC
9/17/1996 1:55,F-0,0.3,50,1,0,$0 or unknown,35.8,-75.62,35.8,-75.62,Dare County NC
10/8/1996 3:45,F-0,0.4,15,0,0,$0 or unknown,33.95,-78.27,33.95,-78.27,Brunswick County NC
10/8/1996 5:30,F-1,0.3,50,0,0,$0 or unknown,34.75,-77.42,34.75,-77.42,Onslow County NC
10/8/1996 5:40,F-0,0.2,10,0,0,$0 or unknown,34.17,-77.92,34.17,-77.92,New Hanover County NC
10/8/1996 6:20,F-0,0.3,50,0,0,$0 or unknown,35.23,-75.63,35.23,-75.63,Dare County NC
10/8/1996 7:00,F-1,0.6,50,0,0,$0 or unknown,35.18,-77.05,35.18,-77.05,Craven County NC
10/8/1996 7:30,F-1,0.5,50,1,0,$0 or unknown,35.5,-76.98,35.5,-76.98,Beaufort County NC
10/8/1996 7:33,F-2,1,50,0,0,$0 or unknown,35.48,-76.87,35.48,-76.87,Beaufort County NC
11/8/1996 18:25,F-0,0.1,15,0,0,$0 or unknown,34.68,-78.45,34.7,-78.45,Bladen County NC
12/7/1996 15:55,F-0,0.1,10,0,0,$0 or unknown,34.62,-78.75,34.62,-78.75,Bladen County NC
2/21/1997 16:22,F-1,15,200,0,0,$0 or unknown,35.17,-81.23,35.25,-81.05,Gaston County NC
4/21/1997 15:30,F-0,2,100,0,0,$0 or unknown,34.85,-77.28,34.85,-77.28,Onslow County NC
5/1/1997 16:00,F-0,2,50,0,0,$0 or unknown,35.73,-77.92,35.73,-77.92,Wilson County NC
6/1/1997 16:10,F-0,0.4,100,0,0,$0 or unknown,35.92,-77.15,35.92,-77.15,Martin County NC
7/5/1997 16:50,F-1,1,40,0,0,$0 or unknown,34.8,-78.95,34.8,-78.95,Robeson County NC
7/5/1997 18:10,F-0,0.5,100,0,0,$0 or unknown,35.38,-77.78,35.38,-77.78,Greene County NC
7/19/1997 13:31,F-0,0.1,10,0,0,$0 or unknown,34.15,-78.1,34.15,-78.1,Brunswick County NC
7/19/1997 13:40,F-0,0.1,10,0,0,$0 or unknown,34.25,-78.05,34.25,-78.05,Brunswick County NC
10/26/1997 15:45,F-1,0.2,50,1,0,$0 or unknown,34.47,-78.33,34.65,-78.05,Bladen County NC; Pender County NC
10/26/1997 17:45,F-0,0.2,50,0,0,$0 or unknown,34.7,-76.77,34.7,-76.77,Carteret County NC
1/8/1998 8:01,F-1,0.2,30,3,0,$0 or unknown,34.23,-77.93,34.23,-77.93,New Hanover County NC
3/8/1998 13:38,F-0,0.3,30,0,0,$0 or unknown,34.62,-78.98,34.62,-78.98,Robeson County NC
3/8/1998 14:03,F-1,2,30,3,0,$0 or unknown,34.58,-78.97,34.57,-78.93,Robeson County NC
3/8/1998 15:10,F-0,0.3,30,0,0,$0 or unknown,34.27,-78.92,34.28,-78.92,Columbus County NC
3/8/1998 16:10,F-2,1,50,0,0,$0 or unknown,35.45,-77.9,35.47,-77.88,Wayne County NC
3/20/1998 13:42,F-0,0.1,30,0,0,$0 or unknown,35.18,-80.67,35.18,-80.67,Mecklenburg County NC
3/20/1998 14:14,F-1,1.5,30,3,0,$0 or unknown,36.32,-80.07,36.33,-80.05,Stokes County NC
3/20/1998 14:25,F-3,12,300,27,2,"$34,000 ",36.4,-79.98,36.53,-79.78,Rockingham County NC
3/20/1998 17:15,F-0,0.1,30,0,0,$0 or unknown,35.63,-78.85,35.63,-78.85,Wake County NC
3/20/1998 17:30,F-2,2.5,100,1,0,"$1,000 ",36.22,-78.82,36.25,-78.78,Durham County NC
3/20/1998 17:40,F-2,1.5,100,2,0,"$1,000 ",35.72,-78.62,35.72,-78.62,Wake County NC
3/20/1998 17:45,F-0,0.2,30,0,0,$0 or unknown,35.8,-78.67,35.8,-78.67,Wake County NC
3/20/1998 17:55,F-2,1.5,100,0,0,$0 or unknown,36.32,-78.73,36.32,-78.73,Granville County NC
3/20/1998 18:35,F-1,0.1,50,0,0,$0 or unknown,36.1,-78.13,36.1,-78.13,Franklin County NC
3/20/1998 19:45,F-1,0.5,30,1,0,$0 or unknown,34.48,-79.03,34.48,-79.03,Robeson County NC
4/1/1998 14:45,F-0,0.5,50,0,0,$0 or unknown,35.38,-77.93,35.38,-77.93,Wayne County NC
4/1/1998 14:50,F-1,1,50,0,0,$0 or unknown,35.23,-77.8,35.23,-77.8,Lenoir County NC
4/1/1998 14:55,F-1,1.5,100,0,0,$0 or unknown,35.25,-77.77,35.25,-77.77,Lenoir County NC
4/1/1998 15:05,F-1,1.5,80,3,0,$0 or unknown,35.23,-77.62,35.23,-77.62,Lenoir County NC
4/1/1998 15:50,F-0,1,50,0,0,$0 or unknown,35.05,-77.63,35.05,-77.63,Lenoir County NC
4/1/1998 16:15,F-0,0.5,50,0,0,$0 or unknown,35.22,-77.47,35.22,-77.47,Jones County NC
4/1/1998 16:30,F-0,0.5,50,0,0,$0 or unknown,35.33,-77.2,35.33,-77.2,Craven County NC
4/1/1998 16:44,F-0,0.5,50,0,0,$0 or unknown,35.3,-77.22,35.3,-77.22,Craven County NC
5/4/1998 15:04,F-0,0.2,50,0,0,$0 or unknown,35,-77.65,35,-77.65,Jones County NC
5/4/1998 15:22,F-0,0.2,50,0,0,$0 or unknown,35.22,-77.53,35.22,-77.53,Jones County NC
5/7/1998 13:15,F-1,9,100,0,0,$0 or unknown,35.03,-84.33,35.02,-84.15,Cherokee County NC
5/7/1998 14:35,F-0,0.5,50,2,0,$0 or unknown,36.32,-79.27,36.33,-79.25,Caswell County NC
5/7/1998 15:15,F-0,5,300,0,0,$0 or unknown,35.93,-81.08,35.95,-81.02,Alexander County NC
5/7/1998 15:25,F-1,3,1320,0,0,$0 or unknown,35.92,-80.98,35.92,-80.95,Iredell County NC
5/7/1998 15:49,F-4,4,1320,2,0,"$1,000 ",35.87,-81.38,35.87,-81.32,Caldwell County NC
5/7/1998 15:50,F-1,3,440,0,0,"$1,000 ",35.98,-80.77,35.95,-80.72,Iredell County NC
5/7/1998 15:55,F-2,3.7,880,0,0,$0 or unknown,35.62,-81.98,35.62,-81.98,McDowell County NC
5/7/1998 16:03,F-1,10,200,0,0,$0 or unknown,35.85,-81.35,35.85,-81.18,Alexander County NC
5/7/1998 16:15,F-0,5,100,0,0,$0 or unknown,36.02,-80.52,36.02,-80.43,Davie County NC
5/7/1998 16:19,F-1,2.5,100,0,0,"$1,000 ",36.35,-80.62,36.35,-80.57,Surry County NC
5/7/1998 16:30,F-3,2,30,5,0,"$50,000 ",36.02,-80.38,36.02,-80.38,Forsyth County NC
5/7/1998 16:49,F-2,2,440,0,0,$0 or unknown,35.55,-81.42,35.55,-81.4,Lincoln County NC
5/7/1998 17:10,F-1,0.1,100,0,0,$0 or unknown,36.02,-80.13,36.02,-80.13,Davidson County NC
5/7/1998 17:20,F-1,1.5,30,0,0,$0 or unknown,36.08,-79.93,36.08,-79.93,Guilford County NC
5/7/1998 17:25,F-0,5,50,0,0,$0 or unknown,35.53,-81.03,35.5,-80.95,Lincoln County NC
5/7/1998 17:45,F-0,6,50,0,0,$0 or unknown,35.52,-80.97,35.48,-80.87,Mecklenburg County NC
5/7/1998 18:07,F-1,1.5,30,0,0,$0 or unknown,35.92,-79.55,35.92,-79.53,Guilford County NC
5/7/1998 18:11,F-1,1,30,0,0,$0 or unknown,35.9,-79.62,35.87,-79.63,Randolph County NC
5/7/1998 21:48,F-1,2,40,0,0,$0 or unknown,34.23,-77.93,34.23,-77.93,New Hanover County NC
5/23/1998 13:15,F-1,1.5,40,1,0,$0 or unknown,34.23,-77.93,34.23,-77.93,New Hanover County NC
6/2/1998 15:15,F-0,17,50,0,0,$0 or unknown,34.93,-76.58,34.8,-76.42,Carteret County NC
6/3/1998 18:17,F-0,2,60,0,0,$0 or unknown,36.33,-81.83,36.33,-81.8,Watauga County NC
6/13/1998 14:15,F-1,0.3,30,0,0,$0 or unknown,34.52,-78.27,34.43,-78.33,Bladen County NC
6/13/1998 14:21,F-0,0.1,30,0,0,$0 or unknown,34.48,-78.1,34.48,-78.1,Pender County NC
6/13/1998 14:25,F-1,2,30,0,0,$0 or unknown,34.47,-78.33,34.47,-78.33,Bladen County NC
6/13/1998 15:02,F-0,0.1,30,0,0,$0 or unknown,34.25,-78.05,34.25,-78.05,Brunswick County NC
6/15/1998 13:50,F-0,0.1,30,0,0,$0 or unknown,36.48,-79.43,36.48,-79.43,Caswell County NC
6/19/1998 17:20,F-1,2,30,0,0,$0 or unknown,34.23,-77.93,34.23,-77.93,New Hanover County NC
7/31/1998 13:45,F-0,0.2,30,0,0,$0 or unknown,34.83,-76.5,34.83,-76.5,Carteret County NC
8/26/1998 11:25,F-1,0.3,30,0,0,$0 or unknown,34.72,-76.67,34.72,-76.67,Carteret County NC
8/26/1998 13:10,F-1,0.5,40,0,0,$0 or unknown,34.97,-76.98,34.97,-76.98,Craven County NC
8/26/1998 15:00,F-0,0.1,30,0,0,$0 or unknown,35.03,-76.73,35.03,-76.73,Pamlico County NC
8/26/1998 15:05,F-1,0.2,30,0,0,$0 or unknown,34.97,-77.68,34.97,-77.68,Duplin County NC
8/26/1998 15:35,F-0,2,30,0,0,$0 or unknown,35.78,-76.08,35.78,-76.08,Tyrrell County NC
8/26/1998 16:25,F-0,0.3,50,0,0,$0 or unknown,36.07,-76.62,36.07,-76.62,Chowan County NC
8/26/1998 16:39,F-0,0.1,30,0,0,$0 or unknown,35.62,-76.87,35.62,-76.87,Beaufort County NC
8/26/1998 18:00,F-0,0.5,40,0,0,$0 or unknown,35.72,-76.65,35.72,-76.65,Washington County NC
9/3/1998 20:30,F-0,2,50,0,0,$0 or unknown,34.65,-77.05,34.7,-77.03,Carteret County NC
9/3/1998 20:45,F-1,0.2,30,0,0,$0 or unknown,35.12,-75.98,35.12,-75.98,Hyde County NC
9/28/1998 14:55,F-0,0.2,30,0,0,$0 or unknown,35.73,-81.32,35.73,-81.32,Catawba County NC
4/11/1999 12:20,F-0,1,50,0,0,$0 or unknown,36.2,-76.23,36.22,-76.17,Pasquotank County NC
4/11/1999 14:08,F-0,0.1,0,0,0,$0 or unknown,35.52,-77.5,35.52,-77.5,Pitt County NC
4/11/1999 14:38,F-0,0.1,0,0,0,$0 or unknown,35.22,-77.45,35.22,-77.45,Craven County NC
4/11/1999 15:18,F-0,0.1,0,0,0,$0 or unknown,35.2,-77.17,35.2,-77.17,Craven County NC
4/15/1999 18:15,F-2,0.3,0,4,1,$0 or unknown,34.68,-79.13,34.68,-79.13,Robeson County NC
4/15/1999 18:30,F-1,0.1,40,0,0,$0 or unknown,34.72,-78.88,34.72,-78.88,Robeson County NC
4/15/1999 18:45,F-2,0.1,30,5,0,$0 or unknown,34.72,-78.78,34.72,-78.78,Bladen County NC
4/15/1999 20:00,F-2,30,900,19,0,"$6,000 ",34.95,-77.95,35.08,-77.37,Duplin County NC; Jones County NC
4/15/1999 20:15,F-1,3,10,2,0,$0 or unknown,35.05,-77.75,35.05,-77.7,Lenoir County NC
4/15/1999 20:20,F-1,10,10,7,0,"$2,000 ",34.88,-77.53,34.88,-77.45,Onslow County NC
4/15/1999 20:45,F-0,2,0,0,0,$0 or unknown,35.13,-77.02,35.17,-77.02,Craven County NC
4/15/1999 21:05,F-1,8,10,0,0,"$1,000 ",34.8,-76.45,34.88,-76.33,Carteret County NC
5/6/1999 4:02,F-1,2,440,0,0,$0 or unknown,35.6,-82.57,35.6,-82.57,Buncombe County NC
8/1/1999 18:35,F-0,0.2,10,0,0,$0 or unknown,35.08,-80.85,35.08,-80.85,Mecklenburg County NC
9/15/1999 5:24,F-0,0.3,10,0,0,$0 or unknown,34.52,-77.9,34.52,-77.9,Pender County NC
9/15/1999 8:20,F-0,2,10,0,0,$0 or unknown,34.17,-77.93,34.13,-77.93,New Hanover County NC
9/15/1999 13:20,F-0,0.2,10,0,0,$0 or unknown,34.3,-77.83,34.3,-77.83,New Hanover County NC
9/15/1999 13:40,F-0,0.2,10,0,0,$0 or unknown,35.62,-77.38,35.62,-77.38,Pitt County NC
9/15/1999 14:11,F-0,0.2,10,0,0,$0 or unknown,34.55,-77.4,34.55,-77.4,Onslow County NC
9/15/1999 14:15,F-0,0.2,10,0,0,$0 or unknown,35.15,-76.85,35.15,-76.85,Pamlico County NC
9/15/1999 14:40,F-2,2,20,0,0,$0 or unknown,34.68,-76.92,34.68,-76.92,Carteret County NC
9/15/1999 15:55,F-1,3,0,0,0,$0 or unknown,34.83,-76.75,34.83,-76.75,Carteret County NC
9/15/1999 17:05,F-0,1.5,0,0,0,$0 or unknown,34.7,-76.73,34.7,-76.73,Carteret County NC
9/15/1999 17:20,F-0,0.2,10,0,0,$0 or unknown,35.82,-76.4,35.82,-76.4,Washington County NC
9/15/1999 17:25,F-0,0.2,10,0,0,$0 or unknown,35.42,-76.33,35.42,-76.33,Hyde County NC
9/15/1999 17:31,F-0,0.2,10,0,0,$0 or unknown,35.15,-76.77,35.15,-76.77,Pamlico County NC
9/15/1999 17:40,F-0,0.5,50,0,0,$0 or unknown,36,-76.95,36,-76.95,Bertie County NC
9/15/1999 18:20,F-0,6,20,0,0,$0 or unknown,35.22,-77.32,35.22,-77.32,Craven County NC
9/15/1999 18:35,F-0,2,20,0,0,$0 or unknown,35.15,-76.77,35.15,-76.82,Pamlico County NC
9/15/1999 21:30,F-1,1,100,0,0,$0 or unknown,36.17,-76.32,36.17,-76.32,Perquimans County NC
9/29/1999 16:00,F-2,0.1,50,0,0,$0 or unknown,35.27,-80.43,35.27,-80.43,Stanly County NC
9/29/1999 16:20,F-1,2,40,0,0,$0 or unknown,36.53,-80.57,36.55,-80.55,Surry County NC
9/29/1999 17:00,F-2,6,100,0,0,"$3,000 ",35.37,-80.22,35.37,-80.22,Stanly County NC
9/29/1999 18:10,F-0,0.2,50,0,0,$0 or unknown,35.42,-80,35.42,-80,Montgomery County NC
10/17/1999 8:50,F-0,0.2,10,0,0,$0 or unknown,34.75,-77.42,34.75,-77.42,Onslow County NC
10/17/1999 16:30,F-2,0.2,50,1,0,$0 or unknown,36.22,-76.17,36.22,-76.17,Pasquotank County NC
2/14/2000 5:00,F-0,0.1,0,0,0,$0 or unknown,35.27,-77.58,35.27,-77.58,Lenoir County NC
2/14/2000 5:07,F-0,0.1,0,0,0,$0 or unknown,35.85,-77.07,35.85,-77.07,Martin County NC
3/16/2000 21:10,F-0,2,40,0,0,$0 or unknown,34.47,-77.88,34.45,-77.87,Pender County NC
3/16/2000 22:30,F-0,0.2,50,0,0,$0 or unknown,34.9,-77.53,34.9,-77.53,Onslow County NC
3/16/2000 23:10,F-0,0.5,50,0,0,$0 or unknown,35.17,-77.22,35.17,-77.22,Craven County NC
4/15/2000 10:45,F-0,0.2,50,0,0,$0 or unknown,34.68,-77.05,34.68,-77.05,Carteret County NC
4/15/2000 11:17,F-1,0.8,100,1,0,"$1,000 ",35.13,-77.02,35.13,-77.02,Craven County NC
4/15/2000 11:45,F-0,0.2,50,0,0,$0 or unknown,34.72,-76.7,34.72,-76.7,Carteret County NC
4/25/2000 13:30,F-0,0.5,40,0,0,$0 or unknown,34.45,-78.1,34.47,-78.1,Pender County NC
4/28/2000 11:45,F-0,1,50,0,0,$0 or unknown,34.55,-77.93,34.55,-77.93,Pender County NC
5/21/2000 16:20,F-0,0.5,50,0,0,$0 or unknown,35.02,-77.95,35.02,-77.95,Duplin County NC
5/21/2000 16:33,F-0,1,100,0,0,$0 or unknown,34.82,-77.55,34.82,-77.55,Onslow County NC
5/24/2000 15:46,F-0,0.3,20,0,0,$0 or unknown,35.72,-81.87,35.72,-81.87,Burke County NC
5/24/2000 15:50,F-0,4,30,0,0,$0 or unknown,35.68,-81.87,35.68,-81.88,McDowell County NC; Burke County NC
5/24/2000 16:20,F-0,2,30,0,0,$0 or unknown,35.57,-81.72,35.57,-81.72,Rutherford County NC
5/28/2000 11:06,F-0,0.1,20,0,0,$0 or unknown,34.97,-78.95,34.97,-78.95,Cumberland County NC
6/19/2000 12:05,F-0,0.1,20,0,0,$0 or unknown,35.93,-79.08,35.93,-79.08,Orange County NC
6/22/2000 14:49,F-0,0.2,20,0,0,$0 or unknown,36.27,-76.53,36.27,-76.53,Perquimans County NC
7/24/2000 11:57,F-0,0.5,20,0,0,$0 or unknown,36.38,-75.82,36.38,-75.82,Currituck County NC
9/18/2000 14:37,F-0,0.1,50,0,0,$0 or unknown,34.77,-77.1,34.77,-77.15,Carteret County NC
12/16/2000 23:00,F-0,0.1,20,0,0,$0 or unknown,35.17,-78.98,35.17,-78.98,Cumberland County NC
12/16/2000 23:10,F-0,0.1,20,0,0,$0 or unknown,35.28,-78.93,35.28,-78.93,Harnett County NC
12/16/2000 23:15,F-0,0.1,20,0,0,$0 or unknown,35.42,-78.68,35.42,-78.68,Harnett County NC
4/1/2001 13:15,F-0,0.3,100,0,0,$0 or unknown,34.5,-77.68,34.5,-77.68,Pender County NC
4/1/2001 14:30,F-0,0.2,50,0,0,$0 or unknown,34.68,-77.05,34.68,-77.05,Carteret County NC
4/17/2001 14:00,F-1,0.5,100,0,0,$0 or unknown,34.72,-76.7,34.72,-76.7,Carteret County NC
4/17/2001 14:16,F-0,0.5,100,0,0,$0 or unknown,34.87,-76.48,34.87,-76.48,Carteret County NC
5/19/2001 17:25,F-0,0.1,25,0,0,$0 or unknown,36.42,-78.35,36.42,-78.35,Vance County NC
5/19/2001 17:45,F-0,0.1,25,0,0,$0 or unknown,36.43,-78.23,36.43,-78.23,Warren County NC
5/28/2001 11:33,F-0,0.5,50,0,0,$0 or unknown,35.63,-75.48,35.6,-75.48,Dare County NC
6/1/2001 12:00,F-0,0.1,25,0,0,$0 or unknown,35.78,-78.8,35.78,-78.8,Wake County NC
6/1/2001 17:00,F-1,0.5,100,3,0,$0 or unknown,36.33,-77.13,36.3,-77.17,Hertford County NC
7/4/2001 18:38,F-0,0.2,0,0,0,$0 or unknown,35.07,-80.47,35.07,-80.47,Union County NC
8/18/2001 12:45,F-0,0.1,15,0,0,$0 or unknown,34.5,-79.02,34.5,-79.02,Robeson County NC
9/11/2001 12:48,F-0,0.3,20,0,0,$0 or unknown,33.9,-78.47,33.9,-78.48,Brunswick County NC
9/24/2001 16:00,F-0,1,50,0,0,$0 or unknown,36.22,-77.12,36.22,-77.12,Bertie County NC
5/13/2002 19:25,F-0,0.5,100,0,0,$0 or unknown,35.85,-77.07,35.85,-77.07,Martin County NC
7/24/2002 15:55,F-0,2,50,0,0,$0 or unknown,33.93,-78.35,33.95,-78.38,Brunswick County NC
8/26/2002 7:05,F-0,0.1,50,0,0,$0 or unknown,35.35,-75.52,35.35,-75.52,Dare County NC
9/10/2002 10:05,F-0,0.1,20,0,0,$0 or unknown,35.12,-75.98,35.12,-75.98,Hyde County NC
