"Observation Time","Wind Speed (knots)","Wind Speed (mph)","Wind Speed (m/s)",Latitude,Longitude,"Affected County"
"1990-07-01 18:01:00",55,63.29,28.29,34.4,-77.68,"Pender County NC"
"1990-07-01 19:15:00",63,72.5,32.41,35.2,-75.7,"Dare County NC"
"1990-08-20 15:13:00",58,66.75,29.84,35.23,-80.85,"Mecklenburg County NC"
"1990-08-25 13:21:00",61,70.2,31.38,35.12,-77.05,"Craven County NC"
"1990-08-29 17:45:00",52,59.84,26.75,36.3,-76.23,"Pasquotank County NC"
"1991-07-01 15:15:00",60,69.05,30.87,35.42,-76.33,"Hyde County NC"
"1991-07-03 14:00:00",52,59.84,26.75,36.3,-80.15,"Stokes County NC"
"1991-07-03 14:35:00",50,57.54,25.72,36.1,-79.93,"Guilford County NC"
"1991-08-07 11:30:00",54,62.14,27.78,35.3,-77.63,"Lenoir County NC"
"1992-03-10 22:40:00",57,65.59,29.32,35.82,-79.68,"Randolph County NC"
"1992-03-19 15:05:00",65,74.8,33.44,35.35,-79.48,"Moore County NC"
"1992-03-19 16:38:00",58,66.75,29.84,36.23,-76.23,"Pasquotank County NC"
"1992-03-19 17:10:00",69,79.4,35.5,35.88,-75.98,"Dare County NC"
"1992-03-19 18:25:00",50,57.54,25.72,35.2,-75.7,"Dare County NC"
"1992-03-27 13:00:00",52,59.84,26.75,35.88,-75.98,"Dare County NC"
"1992-04-24 20:08:00",55,63.29,28.29,35.32,-80.67,"Cabarrus County NC"
"1992-04-24 20:10:00",52,59.84,26.75,35.37,-78.87,"Harnett County NC"
"1992-04-24 20:35:00",52,59.84,26.75,35.15,-78.9,"Cumberland County NC"
"1992-04-24 20:38:00",52,59.84,26.75,35.23,-78.62,"Cumberland County NC"
"1992-06-05 14:20:00",52,59.84,26.75,35.83,-76.22,"Tyrrell County NC"
"1992-06-08 16:37:00",50,57.54,25.72,36.12,-80.17,"Forsyth County NC"
"1992-06-20 16:15:00",52,59.84,26.75,35.37,-77.7,"Lenoir County NC"
"1992-06-25 13:51:00",52,59.84,26.75,36.17,-77.53,"Halifax County NC"
"1992-06-25 14:25:00",52,59.84,26.75,35.27,-81.18,"Gaston County NC"
"1992-07-01 17:53:00",50,57.54,25.72,33.92,-78.27,"Brunswick County NC"
"1992-07-03 20:50:00",62,71.35,31.9,35.72,-80.83,"Iredell County NC"
"1992-07-18 16:37:00",63,72.5,32.41,35.63,-77.4,"Pitt County NC"
"1992-08-11 21:26:00",57,65.59,29.32,36.18,-79.65,"Guilford County NC"
"1992-08-12 13:54:00",58,66.75,29.84,34.98,-78.9,"Cumberland County NC"
"1992-08-28 14:01:00",65,74.8,33.44,35.62,-77.27,"Pitt County NC"
"1992-08-28 15:35:00",50,57.54,25.72,36.3,-76.23,"Pasquotank County NC"
"1992-11-22 22:50:00",80,92.06,41.16,36.1,-80.25,"Forsyth County NC"
"1993-06-04 16:45:00",65,74.8,33.44,36.38,-78.1,"Warren County NC"
"1993-06-04 17:15:00",52,59.84,26.75,36.1,-78.3,"Franklin County NC"
"1993-06-04 17:48:00",52,59.84,26.75,35.58,-78.68,"Wake County NC"
"1993-06-04 17:55:00",61,70.2,31.38,36.08,-77,"Bertie County NC"
"1993-06-04 18:04:00",52,59.84,26.75,35.8,-77.38,"Pitt County NC"
"1993-06-04 18:25:00",52,59.84,26.75,36.07,-76.62,"Chowan County NC"
"1993-07-10 13:20:00",52,59.84,26.75,36.1,-78.45,"Franklin County NC"
"1993-07-10 14:05:00",56,64.44,28.81,35.85,-78.67,"Wake County NC"
"1993-07-10 14:15:00",58,66.75,29.84,35.58,-78.7,"Wake County NC"
"1993-07-11 14:30:00",56,64.44,28.81,36.13,-80.67,"Yadkin County NC"
"1993-07-13 12:31:00",70,80.55,36.01,34.2,-77.93,"New Hanover County NC"
"1993-07-13 16:08:00",52,59.84,26.75,35.82,-77.53,"Edgecombe County NC"
"1993-08-03 14:56:00",52,59.84,26.75,35.38,-81.18,"Gaston County NC"
"1993-08-03 15:28:00",52,59.84,26.75,35.9,-78.92,"Durham County NC"
"1993-08-17 16:50:00",65,74.8,33.44,36.07,-79.73,"Guilford County NC"
"1993-08-20 15:45:00",60,69.05,30.87,36.1,-80.28,"Forsyth County NC"
"1994-01-28 08:55:00",51,58.69,26.24,35.33,-77.97,"Wayne County NC"
"1994-06-16 19:10:00",65,74.8,33.44,36.1,-80.25,"Forsyth County NC"
"1994-06-24 16:55:00",62,71.35,31.9,35.07,-78.9,"Cumberland County NC"
"1994-06-25 16:15:00",50,57.54,25.72,33.92,-78.27,"Brunswick County NC"
"1994-06-28 22:30:00",60,69.05,30.87,36.07,-79.8,"Guilford County NC"
"1994-07-18 18:30:00",61,70.2,31.38,35.8,-78.67,"Wake County NC"
"1994-07-27 08:24:00",50,57.54,25.72,36.3,-76.23,"Pasquotank County NC"
"1994-07-28 12:17:00",63,72.5,32.41,35.33,-77.97,"Wayne County NC"
"1994-08-17 18:15:00",56,64.44,28.81,35.65,-78.85,"Wake County NC"
"1995-01-07 00:15:00",52,59.84,26.75,35.62,-77.45,"Pitt County NC"
"1995-01-07 00:50:00",52,59.84,26.75,34.68,-77.13,"Onslow County NC"
"1995-01-07 01:00:00",50,57.54,25.72,34.98,-76.37,"Carteret County NC"
"1995-01-15 03:00:00",52,59.84,26.75,33.92,-78.27,"Brunswick County NC"
"1995-05-02 01:40:00",60,69.05,30.87,35.55,-77.05,"Beaufort County NC"
"1995-05-11 17:20:00",60,69.05,30.87,36.1,-76.67,"Chowan County NC"
"1995-06-11 16:29:00",60,69.05,30.87,35.8,-78.67,"Wake County NC"
"1995-06-11 17:10:00",60,69.05,30.87,34.97,-78.95,"Cumberland County NC"
"1995-06-12 10:34:00",51,58.69,26.24,34.23,-77.93,"New Hanover County NC"
"1995-06-12 11:20:00",69,79.4,35.5,36.07,-76.68,"Chowan County NC"
"1995-06-12 11:23:00",61,70.2,31.38,36.18,-76.37,"Perquimans County NC"
"1995-06-12 11:36:00",60,69.05,30.87,36.25,-76.27,"Pasquotank County NC"
"1995-06-12 13:45:00",52,59.84,26.75,34.37,-77.72,"Pender County NC"
"1995-06-12 17:05:00",52,59.84,26.75,34.55,-77.93,"Pender County NC"
"1995-06-12 17:45:00",85,97.82,43.73,33.92,-78.27,"Brunswick County NC"
"1995-06-12 17:49:00",52,59.84,26.75,34.23,-77.93,"New Hanover County NC"
"1995-06-12 18:23:00",60,69.05,30.87,34.55,-77.4,"Onslow County NC"
"1995-06-12 18:30:00",56,64.44,28.81,34.43,-77.55,"Pender County NC"
"1995-06-26 14:05:00",51,58.69,26.24,34.73,-79.33,"Robeson County NC"
"1995-06-26 14:45:00",59,67.9,30.35,34.77,-79.45,"Scotland County NC"
"1995-07-03 15:25:00",65,74.8,33.44,34.13,-77.88,"New Hanover County NC"
"1995-07-17 19:30:00",73,84.01,37.55,36.4,-80.98,"Alleghany County NC"
"1995-07-18 11:39:00",58,66.75,29.84,35.08,-78.87,"Cumberland County NC"
"1995-07-18 11:55:00",75,86.31,38.58,35.08,-78.87,"Cumberland County NC"
"1995-09-01 13:15:00",64,73.65,32.92,35.47,-81.27,"Lincoln County NC"
"1995-10-05 05:00:00",50,57.54,25.72,34.58,-79.05,"Robeson County NC"
"1995-10-27 22:30:00",60,69.05,30.87,34.63,-78.62,"Bladen County NC"
"1995-10-27 23:00:00",55,63.29,28.29,34.32,-78.52,"Columbus County NC"
"1995-10-28 00:00:00",60,69.05,30.87,34.23,-77.93,"New Hanover County NC"
"1995-10-28 00:15:00",50,57.54,25.72,34.33,-77.77,"Pender County NC"
"1995-10-28 00:42:00",74,85.16,38.07,34.68,-77.13,"Onslow County NC"
"1995-10-28 00:55:00",55,63.29,28.29,34.78,-76.85,"Carteret County NC"
"1995-11-07 16:25:00",61,70.2,31.38,34.63,-78.58,"Bladen County NC"
"1995-11-07 17:05:00",59,67.9,30.35,33.92,-78.27,"Brunswick County NC"
"1995-11-07 18:34:00",57,65.59,29.32,35.12,-75.98,"Hyde County NC"
"1995-11-07 18:48:00",69,79.4,35.5,35.2,-75.7,"Dare County NC"
"1996-01-12 03:50:00",91,104.72,46.81,34.68,-76.95,"Carteret County NC"
"1996-01-19 08:58:00",53,60.99,27.27,35.62,-77.38,"Pitt County NC"
"1996-03-15 16:20:00",60,69.05,30.87,34.48,-78.65,"Bladen County NC"
"1996-04-20 10:14:00",50,57.54,25.72,35.43,-83.1,"Swain County NC"
"1996-04-20 10:40:00",50,57.54,25.72,35.5,-84.07,"Haywood County NC"
"1996-04-20 14:10:00",50,57.54,25.72,35.23,-81.03,"Mecklenburg County NC"
"1996-04-26 12:20:00",62,71.35,31.9,34.33,-78.7,"Columbus County NC"
"1996-04-26 12:30:00",62,71.35,31.9,34.13,-78.67,"Columbus County NC"
"1996-04-26 12:50:00",70,80.55,36.01,34.33,-78.22,"Columbus County NC"
"1996-04-26 13:20:00",65,74.8,33.44,34.12,-78.1,"Brunswick County NC"
"1996-04-26 13:30:00",65,74.8,33.44,34.23,-77.93,"New Hanover County NC"
"1996-04-29 14:00:00",50,57.54,25.72,35.82,-81.53,"Caldwell County NC"
"1996-04-29 23:30:00",50,57.54,25.72,34.98,-80.57,"Union County NC"
"1996-04-29 23:40:00",50,57.54,25.72,35.32,-80.47,"Cabarrus County NC"
"1996-05-06 19:18:00",52,59.84,26.75,34.38,-78.33,"Bladen County NC"
"1996-05-11 11:30:00",50,57.54,25.72,35.88,-82.85,"Madison County NC"
"1996-05-11 12:30:00",50,57.54,25.72,35.23,-80.85,"Mecklenburg County NC"
"1996-05-11 12:55:00",50,57.54,25.72,35.32,-80.67,"Cabarrus County NC"
"1996-05-11 13:00:00",50,57.54,25.72,35.62,-80.45,"Rowan County NC"
"1996-05-11 13:15:00",50,57.54,25.72,35.42,-80.42,"Cabarrus County NC"
"1996-05-11 14:00:00",60,69.05,30.87,36.07,-79.8,"Guilford County NC"
"1996-05-11 14:10:00",50,57.54,25.72,35.67,-80.5,"Rowan County NC"
"1996-05-11 14:56:00",55,63.29,28.29,35.88,-78.78,"Wake County NC"
"1996-05-11 15:10:00",52,59.84,26.75,34.8,-78.95,"Robeson County NC"
"1996-05-11 17:52:00",50,57.54,25.72,36.25,-76.27,"Pasquotank County NC"
"1996-05-24 15:45:00",52,59.84,26.75,34.63,-78.62,"Bladen County NC"
"1996-05-24 17:05:00",52,59.84,26.75,35.73,-81.28,"Catawba County NC"
"1996-05-24 17:11:00",52,59.84,26.75,35.7,-81.22,"Catawba County NC"
"1996-05-24 19:55:00",50,57.54,25.72,35.43,-81.52,"Cleveland County NC"
"1996-05-24 20:21:00",50,57.54,25.72,35.3,-81.55,"Cleveland County NC"
"1996-05-25 00:42:00",51,58.69,26.24,35.08,-84.03,"Cherokee County NC"
"1996-05-25 15:13:00",50,57.54,25.72,35.5,-81.97,"Rutherford County NC"
"1996-05-26 13:30:00",50,57.54,25.72,35.32,-83.18,"Jackson County NC"
"1996-05-26 14:00:00",50,57.54,25.72,35.32,-82.48,"Henderson County NC"
"1996-05-27 15:52:00",60,69.05,30.87,35.73,-81.38,"Burke County NC"
"1996-05-27 15:53:00",52,59.84,26.75,35.73,-81.32,"Catawba County NC"
"1996-05-27 18:55:00",50,57.54,25.72,35.48,-83.33,"Swain County NC"
"1996-05-27 19:40:00",50,57.54,25.72,35.52,-83.08,"Haywood County NC"
"1996-05-27 20:30:00",50,57.54,25.72,35.92,-81.55,"Caldwell County NC"
"1996-05-27 21:15:00",50,57.54,25.72,35.78,-81.15,"Iredell County NC"
"1996-05-27 21:20:00",50,57.54,25.72,35.3,-81.55,"Cleveland County NC"
"1996-05-27 21:35:00",50,57.54,25.72,35.25,-81.35,"Cleveland County NC"
"1996-05-27 21:38:00",52,59.84,26.75,35.27,-81.18,"Gaston County NC"
"1996-05-27 21:40:00",50,57.54,25.72,35.38,-81.38,"Gaston County NC"
"1996-05-27 22:15:00",50,57.54,25.72,35.42,-80.85,"Mecklenburg County NC"
"1996-05-27 23:00:00",50,57.54,25.72,35.42,-80.6,"Cabarrus County NC"
"1996-05-29 14:15:00",50,57.54,25.72,35.47,-81.42,"Lincoln County NC"
"1996-05-29 15:10:00",50,57.54,25.72,35.38,-81.38,"Gaston County NC"
"1996-05-29 16:00:00",50,57.54,25.72,34.98,-80.57,"Union County NC"
"1996-05-29 18:15:00",52,59.84,26.75,34.5,-79.12,"Robeson County NC"
"1996-05-29 18:30:00",60,69.05,30.87,34.8,-78.95,"Robeson County NC"
"1996-05-29 19:05:00",61,70.2,31.38,35.27,-77.58,"Lenoir County NC"
"1996-05-29 19:15:00",60,69.05,30.87,34.52,-78.52,"Bladen County NC"
"1996-05-29 20:30:00",52,59.84,26.75,34.98,-76.98,"Craven County NC"
"1996-06-08 14:45:00",50,57.54,25.72,35.25,-81.88,"Rutherford County NC"
"1996-06-08 15:40:00",50,57.54,25.72,35.6,-80.45,"Rowan County NC"
"1996-06-09 20:15:00",50,57.54,25.72,35.55,-80.82,"Iredell County NC"
"1996-06-12 12:00:00",50,57.54,25.72,35.2,-81.53,"Cleveland County NC"
"1996-06-12 18:05:00",53,60.99,27.27,34.37,-78.7,"Columbus County NC"
"1996-06-13 14:30:00",50,57.54,25.72,35.37,-81.97,"Rutherford County NC"
"1996-06-14 16:15:00",60,69.05,30.87,34.32,-78.52,"Columbus County NC"
"1996-06-15 11:10:00",50,57.54,25.72,36,-81.55,"Caldwell County NC"
"1996-06-15 14:00:00",50,57.54,25.72,35.6,-82.53,"Buncombe County NC"
"1996-06-15 20:05:00",50,57.54,25.72,35.25,-81.05,"Gaston County NC"
"1996-06-19 14:50:00",50,57.54,25.72,35.78,-80.9,"Iredell County NC"
"1996-06-20 18:25:00",50,57.54,25.72,35.23,-80.52,"Cabarrus County NC"
"1996-06-24 10:35:00",50,57.54,25.72,35.28,-83.75,"Graham County NC"
"1996-06-24 13:30:00",50,57.54,25.72,35.3,-82.17,"Polk County NC"
"1996-06-24 14:45:00",50,57.54,25.72,35.73,-81.28,"Catawba County NC"
"1996-06-24 16:55:00",50,57.54,25.72,35.4,-78.83,"Harnett County NC"
"1996-06-24 17:10:00",50,57.54,25.72,35.68,-78.38,"Johnston County NC"
"1996-06-24 17:44:00",50,57.54,25.72,35.2,-78.8,"Cumberland County NC"
"1996-06-24 17:50:00",50,57.54,25.72,35.5,-78.35,"Johnston County NC"
"1996-06-24 19:45:00",52,59.84,26.75,36.48,-77.43,"Northampton County NC"
"1996-07-01 14:30:00",60,69.05,30.87,35.62,-80.98,"Catawba County NC"
"1996-07-02 13:00:00",55,63.29,28.29,34.23,-77.93,"New Hanover County NC"
"1996-07-02 13:20:00",50,57.54,25.72,35.78,-80.9,"Iredell County NC"
"1996-07-02 13:30:00",50,57.54,25.72,35.62,-80.98,"Catawba County NC"
"1996-07-02 15:15:00",52,59.84,26.75,35.07,-77.37,"Jones County NC"
"1996-07-03 15:20:00",60,69.05,30.87,34.23,-77.95,"New Hanover County NC"
"1996-07-03 16:09:00",52,59.84,26.75,35.88,-76.02,"Dare County NC"
"1996-07-03 16:50:00",52,59.84,26.75,35.53,-75.48,"Dare County NC"
"1996-07-07 14:30:00",50,57.54,25.72,35.32,-82.48,"Henderson County NC"
"1996-07-13 14:10:00",50,57.54,25.72,35.32,-81.18,"Gaston County NC"
"1996-07-14 12:40:00",50,57.54,25.72,35.68,-82.02,"McDowell County NC"
"1996-07-15 09:25:00",50,57.54,25.72,35.7,-80.88,"Iredell County NC"
"1996-07-15 12:15:00",50,57.54,25.72,35.28,-81.55,"Cleveland County NC"
"1996-07-15 12:30:00",50,57.54,25.72,35.28,-81.28,"Gaston County NC"
"1996-07-15 12:44:00",55,63.29,28.29,35.23,-80.85,"Mecklenburg County NC"
"1996-07-15 13:33:00",50,57.54,25.72,35.42,-80.6,"Cabarrus County NC"
"1996-07-15 13:40:00",50,57.54,25.72,35.37,-80.22,"Stanly County NC"
"1996-07-15 16:00:00",60,69.05,30.87,34.73,-79.33,"Robeson County NC"
"1996-07-17 16:30:00",51,58.69,26.24,35.07,-78.9,"Cumberland County NC"
"1996-07-18 13:48:00",50,57.54,25.72,35.58,-81.35,"Catawba County NC"
"1996-07-18 13:55:00",50,57.54,25.72,35.5,-81.22,"Lincoln County NC"
"1996-07-22 15:00:00",55,63.29,28.29,34.55,-79.17,"Robeson County NC"
"1996-07-23 14:20:00",60,69.05,30.87,34.32,-78.6,"Columbus County NC"
"1996-07-25 16:00:00",60,69.05,30.87,34.53,-78.17,"Pender County NC"
"1996-07-25 17:05:00",50,57.54,25.72,35.97,-80.48,"Davie County NC"
"1996-07-26 13:50:00",50,57.54,25.72,35.6,-82.57,"Buncombe County NC"
"1996-07-28 18:30:00",60,69.05,30.87,34.23,-77.93,"New Hanover County NC"
"1996-07-30 11:15:00",50,57.54,25.72,34.98,-80.57,"Union County NC"
"1996-07-30 13:20:00",60,69.05,30.87,34.73,-79.33,"Robeson County NC"
"1996-07-30 16:35:00",52,59.84,26.75,34.88,-76.88,"Craven County NC"
"1996-08-03 18:00:00",50,57.54,25.72,35.88,-82.85,"Madison County NC"
"1996-08-03 19:05:00",65,74.8,33.44,35.42,-80.85,"Mecklenburg County NC"
"1996-08-03 19:20:00",50,57.54,25.72,35.32,-80.67,"Cabarrus County NC"
"1996-08-16 14:00:00",50,57.54,25.72,35.68,-82.02,"McDowell County NC"
"1996-08-16 16:16:00",50,57.54,25.72,35.9,-81.08,"Alexander County NC"
"1996-08-17 17:05:00",60,69.05,30.87,34.33,-78.7,"Columbus County NC"
"1996-08-19 16:30:00",60,69.05,30.87,34.33,-78.7,"Columbus County NC"
"1996-08-21 15:13:00",50,57.54,25.72,35.92,-81.68,"Caldwell County NC"
"1996-08-21 17:55:00",50,57.54,25.72,35.3,-82.17,"Polk County NC"
"1996-08-22 13:05:00",50,57.54,25.72,36.03,-78.48,"Franklin County NC"
"1996-08-22 14:20:00",50,57.54,25.72,35.8,-78.67,"Wake County NC"
"1996-08-24 13:40:00",50,57.54,25.72,35.32,-82.6,"Henderson County NC"
"1996-08-24 13:50:00",50,57.54,25.72,35.97,-80.97,"Iredell County NC"
"1996-08-24 14:20:00",50,57.54,25.72,35.72,-81.08,"Catawba County NC"
"1996-08-24 15:40:00",55,63.29,28.29,35.25,-81.05,"Gaston County NC"
"1996-08-26 12:30:00",50,57.54,25.72,35.3,-81.55,"Cleveland County NC"
"1996-08-26 15:15:00",50,57.54,25.72,34.98,-80.37,"Union County NC"
"1996-08-27 20:00:00",50,57.54,25.72,34.98,-80.27,"Anson County NC"
"1996-08-28 16:20:00",50,57.54,25.72,35.48,-81.93,"Rutherford County NC"
"1996-09-08 16:20:00",60,69.05,30.87,34.5,-79.12,"Robeson County NC"
"1996-09-11 19:03:00",50,57.54,25.72,35.75,-81.7,"Burke County NC"
"1996-09-16 18:25:00",50,57.54,25.72,35.33,-83.93,"Graham County NC"
"1996-09-16 18:50:00",50,57.54,25.72,34.88,-78.78,"Cumberland County NC"
"1996-09-17 05:15:00",52,59.84,26.75,34.7,-76.73,"Carteret County NC"
"1996-10-08 04:20:00",55,63.29,28.29,34.02,-78.03,"Brunswick County NC"
"1996-10-08 04:30:00",55,63.29,28.29,34.32,-78.82,"Columbus County NC"
"1996-10-08 04:55:00",55,63.29,28.29,34.47,-78.1,"Pender County NC"
"1996-10-08 08:15:00",51,58.69,26.24,34.68,-77.13,"Onslow County NC"
"1996-11-08 11:45:00",50,57.54,25.72,36.1,-80.25,"Forsyth County NC"
"1996-11-08 12:45:00",50,57.54,25.72,36.1,-78.47,"Franklin County NC"
"1996-11-08 13:00:00",50,57.54,25.72,34.98,-79.22,"Hoke County NC"
"1996-11-08 13:30:00",50,57.54,25.72,35.42,-78.68,"Harnett County NC"
"1996-11-08 13:50:00",50,57.54,25.72,35.65,-78.47,"Johnston County NC"
"1996-11-08 13:55:00",50,57.54,25.72,35.8,-78.67,"Wake County NC"
"1996-11-08 22:30:00",50,57.54,25.72,35.37,-83.7,"Graham County NC"
"1996-12-07 16:15:00",50,57.54,25.72,34.72,-78.22,"Sampson County NC"
"1997-01-05 02:30:00",50,57.54,25.72,35.38,-83.8,"Graham County NC"
"1997-01-05 03:15:00",52,59.84,26.75,35.43,-83.37,"Swain County NC"
"1997-01-05 03:30:00",50,57.54,25.72,35.2,-83.4,"Macon County NC"
"1997-01-05 03:45:00",50,57.54,25.72,35.05,-83.2,"Macon County NC"
"1997-01-16 06:55:00",55,63.29,28.29,36.27,-76.17,"Pasquotank County NC"
"1997-02-14 03:30:00",51,58.69,26.24,35.23,-77.17,"Craven County NC"
"1997-02-14 22:50:00",50,57.54,25.72,34.03,-78.28,"Brunswick County NC"
"1997-02-14 23:12:00",50,57.54,25.72,34.38,-77.88,"Pender County NC"
"1997-02-14 23:38:00",51,58.69,26.24,34.55,-77.4,"Onslow County NC"
"1997-02-15 00:15:00",51,58.69,26.24,34.8,-77.23,"Jones County NC"
"1997-02-15 00:30:00",51,58.69,26.24,34.83,-76.92,"Carteret County NC"
"1997-02-21 14:35:00",50,57.54,25.72,35.05,-83.2,"Macon County NC"
"1997-02-21 14:50:00",50,57.54,25.72,35.25,-82.72,"Transylvania County NC"
"1997-02-21 15:06:00",50,57.54,25.72,35.43,-82.52,"Henderson County NC"
"1997-02-21 16:20:00",50,57.54,25.72,35.25,-81.68,"Cleveland County NC"
"1997-02-21 16:29:00",50,57.54,25.72,35.17,-81.45,"Cleveland County NC"
"1997-02-21 16:32:00",50,57.54,25.72,35.73,-81.32,"Catawba County NC"
"1997-02-21 16:35:00",50,57.54,25.72,35.78,-80.95,"Iredell County NC"
"1997-02-21 16:38:00",50,57.54,25.72,35.47,-81.35,"Lincoln County NC"
"1997-02-21 16:40:00",50,57.54,25.72,35.22,-80.83,"Mecklenburg County NC"
"1997-02-21 16:50:00",50,57.54,25.72,35.37,-80.22,"Stanly County NC"
"1997-02-21 17:00:00",50,57.54,25.72,34.98,-80.68,"Union County NC"
"1997-02-21 17:10:00",50,57.54,25.72,35.95,-80.42,"Davie County NC"
"1997-02-21 17:15:00",50,57.54,25.72,34.98,-80.37,"Union County NC"
"1997-02-21 17:45:00",50,57.54,25.72,35.48,-80.08,"Montgomery County NC"
"1997-02-21 17:55:00",50,57.54,25.72,35.7,-79.8,"Randolph County NC"
"1997-02-21 18:56:00",56,64.44,28.81,35.88,-78.78,"Wake County NC"
"1997-02-21 19:05:00",50,57.54,25.72,35.32,-78.6,"Harnett County NC"
"1997-02-21 20:40:00",52,59.84,26.75,35.62,-77.47,"Pitt County NC"
"1997-03-03 06:30:00",50,57.54,25.72,35.33,-83.93,"Graham County NC"
"1997-03-05 14:55:00",50,57.54,25.72,35.95,-82.68,"Madison County NC"
"1997-03-05 15:00:00",50,57.54,25.72,35.5,-83.45,"Swain County NC"
"1997-03-05 15:12:00",50,57.54,25.72,36.12,-82.2,"Mitchell County NC"
"1997-03-05 15:20:00",56,64.44,28.81,36.22,-81.68,"Watauga County NC"
"1997-03-05 15:25:00",50,57.54,25.72,36.17,-81.87,"Avery County NC"
"1997-03-05 15:55:00",50,57.54,25.72,36.07,-81.55,"Caldwell County NC"
"1997-03-05 17:00:00",50,57.54,25.72,36.1,-80.25,"Forsyth County NC"
"1997-03-05 17:20:00",50,57.54,25.72,36.07,-79.8,"Guilford County NC"
"1997-03-05 17:55:00",50,57.54,25.72,36.25,-79.43,"Alamance County NC"
"1997-03-05 18:00:00",50,57.54,25.72,36.4,-78.98,"Person County NC"
"1997-03-05 18:20:00",50,57.54,25.72,36.12,-78.68,"Granville County NC"
"1997-03-05 18:35:00",50,57.54,25.72,35.98,-78.52,"Wake County NC"
"1997-03-05 18:45:00",50,57.54,25.72,36.33,-78.4,"Vance County NC"
"1997-03-05 19:00:00",50,57.54,25.72,36.3,-78.3,"Warren County NC"
"1997-03-05 19:25:00",50,57.54,25.72,35.95,-78.12,"Nash County NC"
"1997-03-05 20:00:00",50,57.54,25.72,35.8,-77.87,"Wilson County NC"
"1997-03-05 20:10:00",50,57.54,25.72,35.9,-77.53,"Edgecombe County NC"
"1997-03-31 02:20:00",56,64.44,28.81,34.7,-76.55,"Carteret County NC"
"1997-04-28 23:30:00",50,57.54,25.72,35.8,-77.92,"Wilson County NC"
"1997-05-01 15:15:00",50,57.54,25.72,35.92,-78.47,"Wake County NC"
"1997-05-01 15:20:00",50,57.54,25.72,35.8,-78.67,"Wake County NC"
"1997-05-01 15:24:00",50,57.54,25.72,35.78,-78.38,"Wake County NC"
"1997-05-01 15:30:00",50,57.54,25.72,35.97,-78.27,"Franklin County NC"
"1997-05-01 15:35:00",50,57.54,25.72,36.1,-78.45,"Franklin County NC"
"1997-05-01 15:38:00",50,57.54,25.72,35.82,-78.33,"Wake County NC"
"1997-05-01 15:40:00",50,57.54,25.72,35.78,-78.22,"Nash County NC"
"1997-05-01 16:20:00",60,69.05,30.87,35.75,-77.67,"Edgecombe County NC"
"1997-05-01 16:58:00",56,64.44,28.81,35.75,-76.9,"Martin County NC"
"1997-05-01 17:07:00",50,57.54,25.72,35.73,-76.75,"Washington County NC"
"1997-05-03 08:23:00",70,80.55,36.01,35.73,-77.92,"Wilson County NC"
"1997-05-03 08:25:00",50,57.54,25.72,35.55,-77.98,"Wayne County NC"
"1997-05-03 08:45:00",50,57.54,25.72,35.78,-77.65,"Edgecombe County NC"
"1997-05-09 17:05:00",50,57.54,25.72,35.47,-76.5,"Hyde County NC"
"1997-05-09 17:27:00",52,59.84,26.75,35.42,-76.33,"Hyde County NC"
"1997-05-15 12:15:00",52,59.84,26.75,35.88,-76.42,"Washington County NC"
"1997-06-02 03:00:00",50,57.54,25.72,35.18,-82.75,"Transylvania County NC"
"1997-06-02 05:00:00",50,57.54,25.72,35.48,-81.97,"Rutherford County NC"
"1997-06-02 10:35:00",50,57.54,25.72,35.18,-79.48,"Moore County NC"
"1997-06-02 15:55:00",50,57.54,25.72,35.82,-78.33,"Wake County NC"
"1997-06-03 13:15:00",50,57.54,25.72,34.72,-77.23,"Onslow County NC"
"1997-06-03 14:00:00",50,57.54,25.72,34.68,-77.07,"Carteret County NC"
"1997-06-13 19:00:00",50,57.54,25.72,35.72,-82.57,"Buncombe County NC"
"1997-06-13 20:00:00",50,57.54,25.72,35.28,-81.17,"Gaston County NC"
"1997-06-13 20:30:00",50,57.54,25.72,35.32,-81,"Mecklenburg County NC"
"1997-06-13 20:32:00",50,57.54,25.72,35.45,-80.23,"Stanly County NC"
"1997-06-13 21:00:00",50,57.54,25.72,35.37,-80.08,"Montgomery County NC"
"1997-06-14 00:50:00",50,57.54,25.72,35.32,-83.18,"Jackson County NC"
"1997-06-14 13:00:00",50,57.54,25.72,34.72,-77.32,"Onslow County NC"
"1997-06-14 13:05:00",50,57.54,25.72,35.12,-77.58,"Lenoir County NC"
"1997-06-14 13:10:00",51,58.69,26.24,35.13,-77.02,"Craven County NC"
"1997-06-14 13:20:00",50,57.54,25.72,35.07,-77.37,"Jones County NC"
"1997-06-14 13:45:00",50,57.54,25.72,35.15,-76.77,"Pamlico County NC"
"1997-06-14 14:15:00",50,57.54,25.72,35.28,-76.78,"Beaufort County NC"
"1997-06-14 16:20:00",50,57.54,25.72,35.25,-82.48,"Henderson County NC"
"1997-06-14 18:08:00",50,57.54,25.72,35.3,-81.55,"Cleveland County NC"
"1997-06-20 17:50:00",50,57.54,25.72,35.87,-81.05,"Alexander County NC"
"1997-06-21 12:15:00",50,57.54,25.72,35.78,-82.82,"Madison County NC"
"1997-06-21 16:04:00",50,57.54,25.72,35.92,-81.55,"Caldwell County NC"
"1997-06-21 16:20:00",50,57.54,25.72,35.85,-81.08,"Alexander County NC"
"1997-06-22 16:00:00",50,57.54,25.72,34.77,-79.37,"Scotland County NC"
