"Observation Time","Wind Speed (knots)","Wind Speed (mph)","Wind Speed (m/s)",Latitude,Longitude,"Affected County"
"2006-05-14 14:20:00",65,74.8,33.44,35.75,-81.12,"Catawba County NC"
"2006-05-14 15:15:00",52,59.84,26.75,35.88,-76.42,"Washington County NC"
"2006-05-14 17:00:00",50,57.54,25.72,35.57,-79.48,"Chatham County NC"
"2006-05-14 17:35:00",50,57.54,25.72,35.48,-79.18,"Lee County NC"
"2006-05-14 17:41:00",50,57.54,25.72,35.48,-79.18,"Lee County NC"
"2006-05-15 16:15:00",50,57.54,25.72,35.72,-76.63,"Beaufort County NC"
"2006-05-18 14:25:00",50,57.54,25.72,35.92,-79.73,"Guilford County NC"
"2006-05-18 17:05:00",50,57.54,25.72,35.37,-79.42,"Moore County NC"
"2006-05-18 17:41:00",62,71.35,31.9,35.5,-78.55,"Johnston County NC"
"2006-05-18 18:40:00",50,57.54,25.72,35.2,-78.07,"Wayne County NC"
"2006-05-18 19:20:00",50,57.54,25.72,35.8,-82.9,"Madison County NC"
"2006-05-18 19:30:00",50,57.54,25.72,35.23,-77.17,"Craven County NC"
"2006-05-18 20:49:00",52,59.84,26.75,36,-75.67,"Dare County NC"
"2006-05-20 00:28:00",50,57.54,25.72,35.95,-82.68,"Madison County NC"
"2006-05-20 12:18:00",50,57.54,25.72,35.55,-82.67,"Buncombe County NC"
"2006-05-20 14:30:00",50,57.54,25.72,35.6,-83.45,"Swain County NC"
"2006-05-20 16:00:00",50,57.54,25.72,35.23,-81.38,"Cleveland County NC"
"2006-05-20 16:21:00",55,63.29,28.29,35.32,-81.18,"Gaston County NC"
"2006-05-20 16:40:00",55,63.29,28.29,35.25,-80.85,"Mecklenburg County NC"
"2006-05-20 17:00:00",50,57.54,25.72,35.67,-80.5,"Rowan County NC"
"2006-05-20 18:43:00",50,57.54,25.72,35.47,-78.17,"Johnston County NC"
"2006-05-20 18:55:00",50,57.54,25.72,35.32,-83.07,"Jackson County NC"
"2006-05-20 19:10:00",50,57.54,25.72,35.12,-83.1,"Jackson County NC"
"2006-05-20 20:10:00",60,69.05,30.87,35.08,-84.05,"Cherokee County NC"
"2006-05-20 20:15:00",60,69.05,30.87,35.08,-84,"Cherokee County NC"
"2006-05-25 16:30:00",50,57.54,25.72,35.88,-78.67,"Wake County NC"
"2006-05-25 16:35:00",50,57.54,25.72,35.88,-78.67,"Wake County NC"
"2006-05-25 16:41:00",50,57.54,25.72,35.88,-78.67,"Wake County NC"
"2006-05-25 16:42:00",50,57.54,25.72,35.93,-78.67,"Wake County NC"
"2006-05-25 16:43:00",50,57.54,25.72,35.88,-78.67,"Wake County NC"
"2006-05-25 16:44:00",50,57.54,25.72,35.93,-78.6,"Wake County NC"
"2006-05-25 16:45:00",50,57.54,25.72,35.88,-78.67,"Wake County NC"
"2006-05-26 13:50:00",50,57.54,25.72,35.47,-81.47,"Lincoln County NC"
"2006-05-26 14:10:00",55,63.29,28.29,35.38,-81.38,"Gaston County NC"
"2006-05-26 14:25:00",50,57.54,25.72,36.12,-76.38,"Perquimans County NC"
"2006-05-26 14:35:00",50,57.54,25.72,35.35,-81.2,"Gaston County NC"
"2006-05-26 14:50:00",50,57.54,25.72,35.23,-80.85,"Mecklenburg County NC"
"2006-05-26 15:00:00",50,57.54,25.72,36.17,-81.87,"Avery County NC"
"2006-05-26 15:10:00",55,63.29,28.29,35.45,-77.27,"Pitt County NC"
"2006-05-26 15:15:00",50,57.54,25.72,35.23,-80.85,"Mecklenburg County NC"
"2006-05-26 15:22:00",50,57.54,25.72,35.75,-80.35,"Davidson County NC"
"2006-05-26 15:23:00",50,57.54,25.72,35.13,-80.72,"Mecklenburg County NC"
"2006-05-26 15:35:00",50,57.54,25.72,35.13,-80.38,"Union County NC"
"2006-05-26 15:36:00",50,57.54,25.72,35.07,-77.68,"Lenoir County NC"
"2006-05-26 15:45:00",50,57.54,25.72,35.42,-81.27,"Gaston County NC"
"2006-05-26 16:07:00",50,57.54,25.72,35.47,-81.27,"Lincoln County NC"
"2006-05-26 16:10:00",50,57.54,25.72,34.75,-77.42,"Onslow County NC"
"2006-05-26 16:15:00",55,63.29,28.29,35.3,-76.8,"Beaufort County NC"
"2006-05-26 16:29:00",50,57.54,25.72,34.95,-79.75,"Richmond County NC"
"2006-05-26 17:30:00",60,69.05,30.87,36.27,-79.55,"Rockingham County NC"
"2006-05-26 18:00:00",50,57.54,25.72,36.22,-78.98,"Orange County NC"
"2006-05-26 18:05:00",50,57.54,25.72,36.02,-77.87,"Nash County NC"
"2006-05-26 18:10:00",50,57.54,25.72,36.15,-78.92,"Durham County NC"
"2006-05-26 18:13:00",50,57.54,25.72,35.95,-78.1,"Nash County NC"
"2006-05-26 18:15:00",50,57.54,25.72,36.12,-78.68,"Granville County NC"
"2006-05-26 18:25:00",50,57.54,25.72,36.18,-78.3,"Franklin County NC"
"2006-05-26 18:45:00",50,57.54,25.72,36.28,-77.98,"Warren County NC"
"2006-05-26 18:50:00",50,57.54,25.72,36.05,-77.52,"Halifax County NC"
"2006-05-26 18:59:00",50,57.54,25.72,35.87,-78.58,"Wake County NC"
"2006-05-26 19:05:00",50,57.54,25.72,36.25,-77.48,"Halifax County NC"
"2006-05-26 19:10:00",50,57.54,25.72,35.85,-78.53,"Wake County NC"
"2006-05-26 23:55:00",60,69.05,30.87,35.08,-83.88,"Clay County NC"
"2006-05-27 00:00:00",60,69.05,30.87,35.18,-83.93,"Cherokee County NC"
"2006-05-30 16:40:00",50,57.54,25.72,35.53,-82.73,"Buncombe County NC"
"2006-05-31 11:35:00",50,57.54,25.72,35.97,-82.1,"Mitchell County NC"
"2006-05-31 11:50:00",55,63.29,28.29,35.63,-82.18,"McDowell County NC"
"2006-05-31 13:02:00",50,57.54,25.72,35.87,-82.5,"Madison County NC"
"2006-06-02 13:24:00",50,57.54,25.72,35.73,-79.67,"Randolph County NC"
"2006-06-02 13:40:00",60,69.05,30.87,36.4,-79.77,"Rockingham County NC"
"2006-06-02 13:58:00",50,57.54,25.72,36.32,-79.08,"Person County NC"
"2006-06-02 14:24:00",50,57.54,25.72,36.1,-78.45,"Franklin County NC"
"2006-06-02 15:00:00",50,57.54,25.72,35.65,-81.22,"Catawba County NC"
"2006-06-03 15:15:00",50,57.54,25.72,34.77,-77.15,"Carteret County NC"
"2006-06-07 16:40:00",50,57.54,25.72,36.18,-76.68,"Chowan County NC"
"2006-06-08 15:30:00",50,57.54,25.72,34.95,-79.17,"Hoke County NC"
"2006-06-08 16:09:00",60,69.05,30.87,34.57,-79.07,"Robeson County NC"
"2006-06-08 16:48:00",50,57.54,25.72,35.42,-78.68,"Harnett County NC"
"2006-06-08 17:20:00",50,57.54,25.72,34.85,-78.33,"Sampson County NC"
"2006-06-08 17:38:00",50,57.54,25.72,35.47,-78.17,"Johnston County NC"
"2006-06-10 19:14:00",50,57.54,25.72,35.18,-81.28,"Gaston County NC"
"2006-06-10 20:24:00",55,63.29,28.29,35.42,-80.6,"Cabarrus County NC"
"2006-06-10 20:52:00",50,57.54,25.72,35.38,-80.88,"Mecklenburg County NC"
"2006-06-11 00:43:00",60,69.05,30.87,36.55,-81.13,"Alleghany County NC"
"2006-06-11 02:20:00",53,60.99,27.27,36.23,-80.85,"Yadkin County NC"
"2006-06-11 12:35:00",55,63.29,28.29,35.58,-82.53,"Buncombe County NC"
"2006-06-11 13:27:00",50,57.54,25.72,35.63,-81.7,"Burke County NC"
"2006-06-11 13:30:00",50,57.54,25.72,35.33,-82.48,"Henderson County NC"
"2006-06-11 13:35:00",55,63.29,28.29,35.37,-82.2,"Polk County NC"
"2006-06-11 13:59:00",50,57.54,25.72,35.33,-82.05,"Rutherford County NC"
"2006-06-11 14:22:00",50,57.54,25.72,35.63,-81.37,"Catawba County NC"
"2006-06-11 14:32:00",55,63.29,28.29,35.4,-81.53,"Cleveland County NC"
"2006-06-11 14:50:00",57,65.59,29.32,36.13,-80.67,"Yadkin County NC"
"2006-06-11 15:05:00",52,59.84,26.75,36.38,-80.47,"Surry County NC"
"2006-06-11 15:13:00",52,59.84,26.75,36.13,-80.57,"Yadkin County NC"
"2006-06-11 15:15:00",50,57.54,25.72,35.7,-80.9,"Iredell County NC"
"2006-06-11 15:17:00",55,63.29,28.29,35.25,-81.25,"Gaston County NC"
"2006-06-11 15:25:00",53,60.99,27.27,36.42,-80.22,"Stokes County NC"
"2006-06-11 15:27:00",55,63.29,28.29,35.25,-81.25,"Gaston County NC"
"2006-06-11 15:30:00",50,57.54,25.72,34.98,-80.12,"Anson County NC"
"2006-06-11 15:45:00",50,57.54,25.72,35.27,-80.95,"Mecklenburg County NC"
"2006-06-11 16:00:00",60,69.05,30.87,35.23,-80.85,"Mecklenburg County NC"
"2006-06-11 16:02:00",53,60.99,27.27,36.28,-79.98,"Rockingham County NC"
"2006-06-11 16:09:00",50,57.54,25.72,35.57,-82.52,"Buncombe County NC"
"2006-06-11 16:15:00",65,74.8,33.44,34.68,-79.18,"Robeson County NC"
"2006-06-11 16:25:00",50,57.54,25.72,35.17,-80.52,"Union County NC"
"2006-06-11 16:30:00",50,57.54,25.72,36.07,-79.8,"Guilford County NC"
"2006-06-11 16:41:00",50,57.54,25.72,35.18,-80.43,"Stanly County NC"
"2006-06-11 16:42:00",60,69.05,30.87,36.5,-79.6,"Rockingham County NC"
"2006-06-11 17:25:00",50,57.54,25.72,36.03,-79.83,"Guilford County NC"
"2006-06-11 17:35:00",50,57.54,25.72,35.88,-79.37,"Alamance County NC"
"2006-06-11 17:40:00",65,74.8,33.44,34.53,-78.8,"Bladen County NC"
"2006-06-11 17:45:00",60,69.05,30.87,34.42,-78.9,"Columbus County NC"
"2006-06-11 17:50:00",60,69.05,30.87,34.45,-78.7,"Columbus County NC"
"2006-06-11 18:15:00",60,69.05,30.87,34.63,-78.62,"Bladen County NC"
"2006-06-11 18:30:00",50,57.54,25.72,35.72,-79.18,"Chatham County NC"
"2006-06-11 18:45:00",50,57.54,25.72,35.37,-78.3,"Johnston County NC"
"2006-06-11 19:01:00",50,57.54,25.72,35.62,-78.85,"Wake County NC"
"2006-06-11 19:05:00",50,57.54,25.72,35.53,-78.92,"Harnett County NC"
"2006-06-11 19:15:00",50,57.54,25.72,35.57,-78.83,"Wake County NC"
"2006-06-11 19:29:00",56,64.44,28.81,35.63,-78.62,"Wake County NC"
"2006-06-12 05:31:00",58,66.75,29.84,34.22,-77.8,"New Hanover County NC"
"2006-06-12 15:35:00",50,57.54,25.72,35.73,-79.67,"Randolph County NC"
"2006-06-12 15:45:00",50,57.54,25.72,35.32,-78.62,"Harnett County NC"
"2006-06-12 15:55:00",50,57.54,25.72,35.35,-78.58,"Harnett County NC"
"2006-06-12 16:00:00",50,57.54,25.72,35.2,-78.07,"Wayne County NC"
"2006-06-12 16:15:00",50,57.54,25.72,35.38,-78.55,"Johnston County NC"
"2006-06-12 17:05:00",65,74.8,33.44,35.42,-80.72,"Cabarrus County NC"
"2006-06-12 17:39:00",55,63.29,28.29,35.23,-80.85,"Mecklenburg County NC"
"2006-06-12 17:40:00",50,57.54,25.72,35.42,-80.6,"Cabarrus County NC"
"2006-06-12 18:29:00",55,63.29,28.29,34.98,-80.67,"Union County NC"
"2006-06-14 12:15:00",50,57.54,25.72,35.38,-77.95,"Wayne County NC"
"2006-06-21 11:10:00",50,57.54,25.72,35.95,-78,"Nash County NC"
"2006-06-21 11:25:00",50,57.54,25.72,35.78,-77.65,"Edgecombe County NC"
"2006-06-21 11:50:00",50,57.54,25.72,35.7,-77.93,"Wilson County NC"
"2006-06-21 11:55:00",50,57.54,25.72,35.45,-78.55,"Johnston County NC"
"2006-06-21 12:00:00",50,57.54,25.72,35.5,-77.92,"Wayne County NC"
"2006-06-21 12:20:00",50,57.54,25.72,35.47,-78.17,"Johnston County NC"
"2006-06-21 12:38:00",50,57.54,25.72,35.38,-77.98,"Wayne County NC"
"2006-06-21 13:35:00",50,57.54,25.72,35.1,-78.78,"Cumberland County NC"
"2006-06-21 14:50:00",50,57.54,25.72,35.08,-79.43,"Moore County NC"
"2006-06-21 15:18:00",50,57.54,25.72,34.75,-79.4,"Scotland County NC"
"2006-06-21 15:20:00",50,57.54,25.72,34.88,-79.35,"Scotland County NC"
"2006-06-21 16:40:00",60,69.05,30.87,34.42,-78.9,"Columbus County NC"
"2006-06-22 12:05:00",50,57.54,25.72,35.28,-82.67,"Transylvania County NC"
"2006-06-22 13:40:00",50,57.54,25.72,35.42,-82.2,"Rutherford County NC"
"2006-06-22 13:48:00",55,63.29,28.29,36.12,-80.98,"Wilkes County NC"
"2006-06-22 15:10:00",50,57.54,25.72,35.32,-81.85,"Rutherford County NC"
"2006-06-22 15:30:00",55,63.29,28.29,35.47,-81.42,"Lincoln County NC"
"2006-06-22 15:32:00",50,57.54,25.72,35.25,-83.47,"Macon County NC"
"2006-06-22 15:35:00",50,57.54,25.72,35.3,-81.7,"Cleveland County NC"
"2006-06-22 15:55:00",55,63.29,28.29,35.37,-81.43,"Cleveland County NC"
"2006-06-22 16:00:00",50,57.54,25.72,35.38,-81.38,"Gaston County NC"
"2006-06-23 11:15:00",50,57.54,25.72,36.5,-78,"Warren County NC"
"2006-06-23 12:28:00",50,57.54,25.72,36.32,-78.58,"Granville County NC"
"2006-06-23 13:00:00",50,57.54,25.72,35.12,-83.1,"Jackson County NC"
"2006-06-23 13:15:00",50,57.54,25.72,35.45,-82.28,"Henderson County NC"
"2006-06-23 13:25:00",55,63.29,28.29,35.68,-82.02,"McDowell County NC"
"2006-06-23 14:00:00",50,57.54,25.72,35.2,-82.13,"Polk County NC"
"2006-06-23 14:05:00",50,57.54,25.72,35.92,-78.47,"Wake County NC"
"2006-06-23 14:25:00",50,57.54,25.72,35.8,-78.67,"Wake County NC"
"2006-06-23 14:40:00",50,57.54,25.72,35.58,-81.27,"Catawba County NC"
"2006-06-23 15:00:00",50,57.54,25.72,35.62,-79.08,"Chatham County NC"
"2006-06-23 15:35:00",50,57.54,25.72,35.78,-80.95,"Iredell County NC"
"2006-06-23 15:55:00",50,57.54,25.72,35.82,-80.27,"Davidson County NC"
"2006-06-23 16:47:00",57,65.59,29.32,36.28,-79.42,"Caswell County NC"
"2006-06-23 17:30:00",50,57.54,25.72,36.03,-80.17,"Forsyth County NC"
"2006-06-23 17:40:00",50,57.54,25.72,35.23,-80.13,"Stanly County NC"
"2006-06-23 18:00:00",50,57.54,25.72,35.13,-79.7,"Richmond County NC"
"2006-07-03 15:50:00",50,57.54,25.72,35.42,-78.08,"Wayne County NC"
"2006-07-03 16:40:00",50,57.54,25.72,35.2,-78.25,"Wayne County NC"
"2006-07-03 17:30:00",50,57.54,25.72,36.08,-79.28,"Alamance County NC"
"2006-07-03 17:35:00",50,57.54,25.72,36.07,-79.23,"Orange County NC"
"2006-07-03 18:10:00",50,57.54,25.72,35.1,-77.95,"Duplin County NC"
"2006-07-04 00:35:00",50,57.54,25.72,35.97,-77.97,"Nash County NC"
"2006-07-04 12:45:00",50,57.54,25.72,35.48,-82.7,"Buncombe County NC"
"2006-07-04 13:35:00",50,57.54,25.72,35.38,-82.58,"Henderson County NC"
"2006-07-04 14:45:00",50,57.54,25.72,36.2,-79.33,"Alamance County NC"
"2006-07-04 15:40:00",50,57.54,25.72,35.47,-79.03,"Harnett County NC"
"2006-07-04 16:10:00",55,63.29,28.29,35.42,-81.47,"Lincoln County NC"
"2006-07-04 16:30:00",60,69.05,30.87,35.85,-81.18,"Alexander County NC"
"2006-07-04 16:42:00",50,57.54,25.72,35.9,-81.03,"Iredell County NC"
"2006-07-04 16:45:00",60,69.05,30.87,35.12,-84.12,"Cherokee County NC"
"2006-07-04 16:50:00",55,63.29,28.29,35.57,-80.5,"Rowan County NC"
"2006-07-04 17:15:00",65,74.8,33.44,35.08,-84.03,"Cherokee County NC"
"2006-07-04 18:45:00",50,57.54,25.72,36.18,-80.17,"Forsyth County NC"
"2006-07-04 18:50:00",50,57.54,25.72,36.12,-80.08,"Forsyth County NC"
"2006-07-04 19:31:00",55,63.29,28.29,36.35,-79.93,"Rockingham County NC"
"2006-07-04 21:50:00",50,57.54,25.72,36.18,-79.98,"Guilford County NC"
"2006-07-13 13:55:00",60,69.05,30.87,35.05,-84.03,"Cherokee County NC"
"2006-07-13 14:30:00",50,57.54,25.72,36.25,-81.32,"Wilkes County NC"
"2006-07-13 15:45:00",65,74.8,33.44,36.17,-80.67,"Yadkin County NC"
"2006-07-13 16:05:00",50,57.54,25.72,36.37,-80.4,"Stokes County NC"
"2006-07-13 16:15:00",50,57.54,25.72,36.23,-80.3,"Forsyth County NC"
"2006-07-13 16:20:00",50,57.54,25.72,36.23,-80.3,"Forsyth County NC"
"2006-07-13 16:35:00",51,58.69,26.24,36.37,-80.28,"Stokes County NC"
"2006-07-13 16:45:00",65,74.8,33.44,36.42,-79.78,"Rockingham County NC"
"2006-07-13 17:23:00",55,63.29,28.29,36.4,-79.33,"Caswell County NC"
"2006-07-13 18:10:00",50,57.54,25.72,36.4,-78.98,"Person County NC"
"2006-07-13 19:32:00",50,57.54,25.72,36.47,-77.65,"Halifax County NC"
"2006-07-13 19:35:00",50,57.54,25.72,36.3,-78.3,"Warren County NC"
"2006-07-13 19:40:00",50,57.54,25.72,36.25,-78.27,"Franklin County NC"
"2006-07-14 14:40:00",50,57.54,25.72,36,-79.93,"Guilford County NC"
"2006-07-14 15:10:00",55,63.29,28.29,36.22,-80.52,"Yadkin County NC"
"2006-07-14 15:18:00",50,57.54,25.72,36.12,-79.12,"Orange County NC"
"2006-07-14 15:24:00",60,69.05,30.87,36.15,-80.47,"Yadkin County NC"
"2006-07-14 17:02:00",50,57.54,25.72,36.53,-80.8,"Surry County NC"
"2006-07-15 13:35:00",50,57.54,25.72,34.95,-78.75,"Cumberland County NC"
"2006-07-15 13:45:00",50,57.54,25.72,35,-80.2,"Anson County NC"
"2006-07-15 14:00:00",50,57.54,25.72,34.78,-78.4,"Sampson County NC"
"2006-07-15 14:11:00",50,57.54,25.72,35.22,-82.23,"Polk County NC"
"2006-07-15 14:35:00",50,57.54,25.72,34.93,-79.78,"Richmond County NC"
"2006-07-15 14:57:00",65,74.8,33.44,34.53,-78.17,"Pender County NC"
"2006-07-15 15:07:00",60,69.05,30.87,35.27,-81.5,"Cleveland County NC"
"2006-07-15 15:10:00",50,57.54,25.72,34.8,-79.53,"Scotland County NC"
"2006-07-15 15:25:00",60,69.05,30.87,35.25,-81.37,"Cleveland County NC"
"2006-07-15 15:40:00",51,58.69,26.24,34.72,-77.23,"Onslow County NC"
"2006-07-15 15:42:00",55,63.29,28.29,35.27,-81.18,"Gaston County NC"
"2006-07-15 15:51:00",55,63.29,28.29,34.73,-79.33,"Robeson County NC"
"2006-07-15 15:55:00",50,57.54,25.72,35.95,-81.18,"Alexander County NC"
"2006-07-15 16:00:00",65,74.8,33.44,34.62,-79,"Robeson County NC"
"2006-07-15 16:20:00",50,57.54,25.72,35.68,-81.22,"Catawba County NC"
"2006-07-15 16:35:00",50,57.54,25.72,35.72,-80.98,"Iredell County NC"
"2006-07-15 16:40:00",65,74.8,33.44,34.15,-78.88,"Columbus County NC"
"2006-07-15 16:50:00",60,69.05,30.87,34.53,-78.8,"Bladen County NC"
"2006-07-15 17:00:00",65,74.8,33.44,34.33,-78.7,"Columbus County NC"
"2006-07-15 17:40:00",52,59.84,26.75,34,-78.53,"Brunswick County NC"
"2006-07-15 18:03:00",50,57.54,25.72,34.93,-80.05,"Anson County NC"
"2006-07-15 18:30:00",50,57.54,25.72,34.95,-80.03,"Anson County NC"
"2006-07-15 18:37:00",51,58.69,26.24,34.28,-77.93,"New Hanover County NC"
"2006-07-15 18:45:00",50,57.54,25.72,34.83,-79.83,"Richmond County NC"
"2006-07-15 19:08:00",50,57.54,25.72,34.75,-79.6,"Scotland County NC"
"2006-07-15 19:25:00",50,57.54,25.72,35.28,-78.92,"Harnett County NC"
"2006-07-19 12:00:00",50,57.54,25.72,36.2,-78.72,"Granville County NC"
"2006-07-19 12:30:00",50,57.54,25.72,36.13,-78.75,"Granville County NC"
"2006-07-19 12:35:00",50,57.54,25.72,36.05,-78.87,"Durham County NC"
"2006-07-19 12:40:00",50,57.54,25.72,34.88,-79.7,"Richmond County NC"
"2006-07-19 13:00:00",50,57.54,25.72,35.72,-78.88,"Wake County NC"
"2006-07-19 13:45:00",50,57.54,25.72,35.8,-79.02,"Chatham County NC"
"2006-07-19 14:00:00",50,57.54,25.72,36.33,-78.4,"Vance County NC"
"2006-07-19 14:19:00",50,57.54,25.72,35.22,-79.02,"Harnett County NC"
"2006-07-19 14:25:00",50,57.54,25.72,35.72,-79.2,"Chatham County NC"
"2006-07-19 14:30:00",50,57.54,25.72,36.48,-78.07,"Warren County NC"
"2006-07-19 15:20:00",50,57.54,25.72,35.1,-79.38,"Hoke County NC"
"2006-07-19 15:25:00",50,57.54,25.72,36.27,-77.92,"Halifax County NC"
"2006-07-19 15:30:00",50,57.54,25.72,36.07,-77.95,"Nash County NC"
"2006-07-19 15:43:00",50,57.54,25.72,35.13,-79.43,"Moore County NC"
"2006-07-19 16:00:00",50,57.54,25.72,34.97,-79.22,"Hoke County NC"
"2006-07-19 16:05:00",50,57.54,25.72,36.12,-79.67,"Guilford County NC"
"2006-07-19 16:20:00",50,57.54,25.72,36.53,-80.12,"Stokes County NC"
"2006-07-19 16:45:00",50,57.54,25.72,36,-79.93,"Guilford County NC"
"2006-07-19 17:00:00",50,57.54,25.72,35.47,-78.27,"Johnston County NC"
"2006-07-19 17:30:00",50,57.54,25.72,36.1,-80.27,"Forsyth County NC"
"2006-07-19 17:35:00",50,57.54,25.72,35.47,-78.17,"Johnston County NC"
"2006-07-19 17:45:00",50,57.54,25.72,36.1,-80.25,"Forsyth County NC"
"2006-07-19 20:30:00",50,57.54,25.72,36.55,-81.07,"Alleghany County NC"
"2006-07-19 20:39:00",50,57.54,25.72,36.38,-81.47,"Ashe County NC"
"2006-07-20 11:57:00",50,57.54,25.72,35.07,-78.9,"Cumberland County NC"
"2006-07-20 12:50:00",50,57.54,25.72,36.48,-80.8,"Surry County NC"
"2006-07-20 12:55:00",55,63.29,28.29,35.88,-81.52,"Caldwell County NC"
"2006-07-20 13:15:00",55,63.29,28.29,35.73,-81.52,"Burke County NC"
"2006-07-20 13:55:00",60,69.05,30.87,35.93,-81.17,"Alexander County NC"
"2006-07-20 14:05:00",50,57.54,25.72,35.9,-81.08,"Alexander County NC"
"2006-07-20 14:07:00",50,57.54,25.72,35.52,-81.63,"Cleveland County NC"
"2006-07-20 14:40:00",50,57.54,25.72,35.9,-80.82,"Iredell County NC"
"2006-07-20 15:50:00",50,57.54,25.72,36.32,-79.85,"Rockingham County NC"
"2006-07-20 16:40:00",50,57.54,25.72,36.22,-79.6,"Guilford County NC"
"2006-07-20 17:02:00",50,57.54,25.72,35.7,-79.83,"Randolph County NC"
"2006-07-20 17:49:00",50,57.54,25.72,35,-80.2,"Anson County NC"
"2006-07-20 18:15:00",55,63.29,28.29,36.13,-80.63,"Yadkin County NC"
"2006-07-20 19:30:00",50,57.54,25.72,36.32,-79.2,"Caswell County NC"
"2006-07-21 12:50:00",50,57.54,25.72,35.4,-82.58,"Henderson County NC"
"2006-07-21 19:50:00",60,69.05,30.87,35.13,-84.05,"Cherokee County NC"
"2006-07-21 20:00:00",50,57.54,25.72,35.33,-84.02,"Graham County NC"
"2006-07-21 20:40:00",60,69.05,30.87,35.05,-83.83,"Clay County NC"
"2006-07-21 20:58:00",55,63.29,28.29,35.45,-83.45,"Swain County NC"
"2006-07-21 21:25:00",50,57.54,25.72,35.4,-83.23,"Jackson County NC"
"2006-07-21 22:45:00",50,57.54,25.72,35.37,-81.93,"Rutherford County NC"
"2006-07-22 00:55:00",55,63.29,28.29,36.27,-80.23,"Stokes County NC"
"2006-07-22 01:12:00",75,86.31,38.58,36.32,-80.6,"Surry County NC"
"2006-07-22 16:49:00",50,57.54,25.72,36.1,-80.25,"Forsyth County NC"
"2006-07-22 17:30:00",50,57.54,25.72,36,-79.93,"Guilford County NC"
"2006-07-22 17:55:00",50,57.54,25.72,35.97,-80.57,"Davie County NC"
"2006-07-22 18:40:00",50,57.54,25.72,35.12,-80.12,"Anson County NC"
"2006-07-22 19:55:00",50,57.54,25.72,35.18,-81.08,"Gaston County NC"
"2006-07-22 20:05:00",50,57.54,25.72,35.32,-80.67,"Cabarrus County NC"
"2006-07-22 20:07:00",50,57.54,25.72,35.15,-80.95,"Mecklenburg County NC"
"2006-07-22 20:35:00",55,63.29,28.29,35.67,-80.58,"Rowan County NC"
"2006-07-23 14:00:00",50,57.54,25.72,35.5,-78.27,"Johnston County NC"
"2006-07-23 17:23:00",51,58.69,26.24,34.83,-77.45,"Onslow County NC"
"2006-07-27 11:55:00",50,57.54,25.72,35.92,-78.47,"Wake County NC"
"2006-07-27 12:30:00",50,57.54,25.72,35.25,-79.4,"Moore County NC"
"2006-07-27 13:00:00",50,57.54,25.72,35.82,-79,"Chatham County NC"
"2006-07-27 13:08:00",50,57.54,25.72,36.33,-78.17,"Warren County NC"
"2006-07-27 13:30:00",50,57.54,25.72,35.6,-79.33,"Chatham County NC"
"2006-07-27 14:00:00",50,57.54,25.72,35.8,-78.75,"Wake County NC"
"2006-07-27 14:10:00",50,57.54,25.72,35.47,-78.83,"Harnett County NC"
"2006-07-27 14:15:00",50,57.54,25.72,35.6,-78.8,"Wake County NC"
"2006-07-27 14:27:00",50,57.54,25.72,35,-77.9,"Duplin County NC"
"2006-07-27 14:30:00",50,57.54,25.72,35.42,-78.68,"Harnett County NC"
"2006-07-27 14:35:00",50,57.54,25.72,35.32,-78.62,"Harnett County NC"
"2006-07-27 14:40:00",50,57.54,25.72,35.03,-78.8,"Cumberland County NC"
"2006-07-27 15:15:00",50,57.54,25.72,35.38,-77.83,"Wayne County NC"
"2006-07-27 15:30:00",50,57.54,25.72,35.03,-78.8,"Cumberland County NC"
"2006-07-27 16:16:00",51,58.69,26.24,35.38,-77.98,"Wayne County NC"
"2006-07-27 16:20:00",50,57.54,25.72,35.12,-78.33,"Sampson County NC"
"2006-07-27 16:25:00",50,57.54,25.72,35.57,-78,"Wayne County NC"
"2006-07-28 14:45:00",50,57.54,25.72,35.38,-77.98,"Wayne County NC"
"2006-07-28 15:10:00",52,59.84,26.75,35.38,-77.78,"Greene County NC"
"2006-07-28 15:25:00",52,59.84,26.75,35.43,-77.58,"Greene County NC"
"2006-07-28 15:45:00",50,57.54,25.72,35.4,-77.65,"Pitt County NC"
"2006-07-28 16:16:00",55,63.29,28.29,35.22,-77.45,"Craven County NC"
"2006-07-28 16:18:00",50,57.54,25.72,35.3,-77.17,"Craven County NC"
"2006-07-28 17:30:00",50,57.54,25.72,35.07,-79.78,"Richmond County NC"
"2006-07-28 18:00:00",50,57.54,25.72,36.12,-76.97,"Bertie County NC"
"2006-07-28 18:02:00",50,57.54,25.72,36.07,-81.47,"Caldwell County NC"
"2006-07-28 18:14:00",50,57.54,25.72,36.3,-76.23,"Pasquotank County NC"
"2006-07-28 18:20:00",50,57.54,25.72,35.32,-79.08,"Harnett County NC"
"2006-07-28 18:21:00",50,57.54,25.72,35.58,-78.17,"Johnston County NC"
"2006-07-28 18:30:00",50,57.54,25.72,34.98,-79.22,"Hoke County NC"
"2006-07-28 18:33:00",50,57.54,25.72,36,-77.25,"Martin County NC"
"2006-07-28 18:38:00",50,57.54,25.72,36.3,-76.62,"Chowan County NC"
"2006-07-28 18:42:00",50,57.54,25.72,35.35,-78.9,"Harnett County NC"
"2006-07-28 18:45:00",50,57.54,25.72,35.07,-78.9,"Cumberland County NC"
"2006-07-28 18:55:00",60,69.05,30.87,36.22,-81,"Wilkes County NC"
