STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,DSND,DSNW,EMSD,EMSN,EMXP,PRCP,SNOW
US1NCGS0053,"GASTONIA 1.6 WSW, NC US",35.2428,-81.1977,244.4,2017-02,,,,,0.38,0.98,
US1NCHN0002,"FLETCHER 1.2 WSW, NC US",35.430765,-82.524227,645,2017-02,,,,,0.22,0.68,
USC00311700,"CHATHAM WTP, NC US",35.73366,-79.00322,93.9,2017-02,,,,,0.47,1.29,
USC00319675,"YADKINVILLE 6 E, NC US",36.1306,-80.5481,266.7,2017-02,0,0,0,0,0.76,1.38,0
US1NCHN0004,"EAST FLAT ROCK 2.1 W, NC US",35.2817,-82.4564,737,2017-02,,,,,0.42,1.04,
US1NCGS0052,"GASTONIA 8.4 SW, NC US",35.165329,-81.274442,230.4,2017-02,,,,,0.84,1.55,
US1NCMD0009,"PLEASANT GARDENS 0.8 WSW, NC US",35.6891,-82.0742,409.7,2017-02,,,,,0.14,0.51,
US1NCHN0033,"HENDERSONVILLE 5.1 WSW, NC US",35.288142,-82.542124,665.7,2017-02,,,,,0.22,0.59,
USC00319440,"WILLIAMSTON 1 E, NC US",35.8529,-77.0306,6.1,2017-02,,,,,0.63,1.24,
US1NCHN0034,"HENDERSONVILLE 5.8 W, NC US",35.31494141,-82.56503296,677.3,2017-02,,,,,0.32,0.97,
USR0000NWHI,"WHITEVILLE NORTH CAROLINA, NC US",34.3361,-78.7286,30.5,2017-02,,,,,,,
US1NCHN0030,"LAUREL PARK 1.5 W, NC US",35.3084,-82.5274,823,2017-02,,,,,0.26,0.76,
USR0000NNWB,"NEW BERN NORTH CAROLINA, NC US",35.0967,-77.1108,6.1,2017-02,,,,,,,
US1NCHN0038,"ETOWAH 1.1 WNW, NC US",35.321685,-82.612622,675.7,2017-02,,,,,0.23,0.74,
US1NCNR0002,"CONWAY 0.3 W, NC US",36.43625,-77.23597,32.9,2017-02,,,,,0.32,0.83,
USW00093765,"BEAUFORT MICHAEL J SMITH FIELD, NC US",34.73258,-76.65659,2.4,2017-02,0,0,0,0,0.79,1.58,0
US1NCHN0025,"HENDERSONVILLE 6.1 SSW, NC US",35.24086391,-82.50441026,694.3,2017-02,,,,,0.7,1.61,
US1NCCR0104,"MOREHEAD CITY 5.7 W, NC US",34.7374,-76.8315,6.7,2017-02,,,,,0.75,1.8,
US1NCCR0105,"BEAUFORT 2.3 N, NC US",34.754276,-76.652656,2.7,2017-02,,,,,0.82,1.56,
USW00093759,"ROCKY MOUNT WILSON AIRPORT, NC US",35.855,-77.89306,48.8,2017-02,,,,,0.58,1.26,
US1NCHN0028,"HENDERSONVILLE 2.6 SSW, NC US",35.288337,-82.482811,654.1,2017-02,,,,,0.3,1.04,
USR0000NHIG,"HIGHLANDS NORTH CAROLINA, NC US",35.0836,-83.2178,1158.2,2017-02,,,,,,,
US1NCON0004,"SWANSBORO 3.3 NW, NC US",34.72642,-77.16724,6.1,2017-02,,,,,0.89,2.23,
USC00313919,"HAW RIVER 1 E, NC US",36.06397,-79.36929,193.9,2017-02,,,,,0.41,0.74,
USC00310645,"BEECH MOUNTAIN, NC US",36.18738,-81.87409,1540.2,2017-02,4,3,4,3.5,0.5,1.44,6.5
US1NCCW0015,"EDENTON 0.9 N, NC US",36.069066,-76.604882,4.3,2017-02,,,,,0.49,1.26,
USC00319461,"WILMINGTON 7 SE, NC US",34.1425,-77.8788,9.1,2017-02,,,,,0.56,1.91,
US1NCMR0025,"WHISPERING PINES 1.6 ESE, NC US",35.2455,-79.3535,110,2017-02,,,,,0.61,0.89,
USC00311975,"CONCORD, NC US",35.4111,-80.5834,213.4,2017-02,0,0,0,0,0.52,1.02,0
US1NCMC0001,"FRANKLIN 0.1 WNW, NC US",35.1816871,-83.3840492,645.9,2017-02,,,,,0.28,1.03,
USC00319467,"WILMINGTON 7 N, NC US",34.3208,-77.9205,12.2,2017-02,,,,,1.06,2.17,
US1NCCL0017,"LAKE WACCAMAW 3.1 SSW, NC US",34.28001667,-78.54005,13.1,2017-02,,,,,0.81,1.89,
US1NCON0019,"JACKSONVILLE 1.0 NW, NC US",34.7738,-77.4185,6.7,2017-02,,,,,0.88,2.22,
US1NCCM0058,"HOPE MILLS 0.6 ESE, NC US",34.969616,-78.94381,33.2,2017-02,,0,,0,0.92,1.41,0
USR0000NSND,"SANDY RUN NORTH CAROLINA, NC US",34.6119,-77.4875,12.2,2017-02,,,,,,,
US1NCCM0056,"LINDEN 4.2 S, NC US",35.19423676,-78.74362183,31.1,2017-02,,,,,0.68,0.97,
US1NCCW0020,"EDENTON 4.3 SE, NC US",36.011352,-76.548417,2.7,2017-02,,,,,0.66,1.4,
US1NCCM0060,"HOPE MILLS 1.7 NE, NC US",34.992054,-78.933732,61.3,2017-02,,,,,,1.19,
US1NCCW0025,"COLERAIN 5.7 ENE, NC US",36.23458,-76.67548,5.5,2017-02,,,,,0.43,1.09,
USC00312837,"ENKA, NC US",35.5409,-82.6535,624.8,2017-02,0,0,0,0,0.34,0.88,0
US1NCHN0044,"GERTON 0.4 SW, NC US",35.476,-82.353,858.3,2017-02,,,,,0.44,1.1,
USC00319476,"WILSON 3 SW, NC US",35.6938,-77.946,33.5,2017-02,,,,,0.76,1.5,
US1NCHN0040,"HENDERSONVILLE 4.4 NW, NC US",35.356746,-82.526631,676.7,2017-02,,,,,0.25,0.79,
US1NCMC0012,"FRANKLIN 4.4 ESE, NC US",35.161389,-83.307778,645,2017-02,,,,,0.4,1.28,
US1NCMC0004,"FRANKLIN 4.9 NNW, NC US",35.247,-83.414,602.6,2017-02,,0,,0,0.38,1.15,0
US1NCCL0025,"WHITEVILLE 6.1 NW, NC US",34.379617,-78.792861,30.5,2017-02,,,,,,1.69,
US1NCCL0026,"TABOR CITY 3.5 NE, NC US",34.18957901,-78.8360672,31.4,2017-02,,0,,0,1.05,2.13,0
US1NCON0020,"HUBERT 4.9 SE, NC US",34.6681,-77.1785,9.1,2017-02,,,,,0.7,1.97,
USC00318380,"SURF CITY, NC US",34.4477,-77.5738,7.3,2017-02,,,,,1.75,3.16,
US1NCCM0068,"FAYETTEVILLE 1.4 SW, NC US",35.054968,-78.913021,52.7,2017-02,,,,,0.8,1.18,
US1NCCM0067,"FAYETTEVILLE 2.9 SW, NC US",35.039676,-78.932174,62.8,2017-02,,,,,0.77,1.16,
US1NCAL0014,"HAW RIVER 8.6 SSE, NC US",35.975542,-79.309454,175.9,2017-02,,,,,0.48,0.89,
US1NCCM0071,"HOPE MILLS 0.5 WSW, NC US",34.969682,-78.961272,48.8,2017-02,,,,,,1.28,
US1NCVN0005,"HENDERSON 2.5 NNE, NC US",36.3558,-78.3896,152.7,2017-02,,,,,0.43,0.75,
USC00311990,"CONOVER OXFORD SHOALS, NC US",35.8213,-81.1919,269.1,2017-02,,,,,0.5,0.97,
US1NCMC0022,"FRANKLIN 5.7 NNW, NC US",35.2511374,-83.4341528,610.5,2017-02,,,,,,1.21,
US1NCAL0018,"GRAHAM 7.5 SSE, NC US",35.96948,-79.322662,187.5,2017-02,,0,,0,0.53,0.79,0
US1NCMC0025,"OTTO 1.1 NW, NC US",35.074225,-83.395431,636.7,2017-02,,,,,0.47,1.24,
US1NCON0034,"RICHLANDS 2.8 NW, NC US",34.93043889,-77.58023056,19.5,2017-02,,,,,0.67,1.36,
US1NCMR0009,"WHISPERING PINES 2.1 NE, NC US",35.27947,-79.35665,120.7,2017-02,,,,,0.52,0.88,
US1NCDH0052,"PARKWOOD 2.5 W, NC US",35.889316,-78.954248,82.3,2017-02,,,,,0.32,0.79,
US1NCFR0023,"WINSTON SALEM 4.1 SSW, NC US",36.0528,-80.3021,245.4,2017-02,,,,,,0.72,
US1NCFR0022,"KERNERSVILLE 1.1 SSW, NC US",36.103255,-80.0835199,294.7,2017-02,,,,,0.25,0.62,
US1NCFR0029,"PFAFFTOWN 0.5 WNW, NC US",36.15606689,-80.37044525,266.7,2017-02,,0,,0,0.12,0.13,0
US1NCON0045,"SNEADS FERRY 2.1 SSE, NC US",34.52395248,-77.37075043,0.3,2017-02,,0,,0,0.7,2.18,0
US1NCDH0048,"DURHAM 4.5 N, NC US",36.0448,-78.9222,107.3,2017-02,,,,,0.35,0.71,
US1NCMC0028,"FRANKLIN 3.4 ESE, NC US",35.161778,-83.3258,676.7,2017-02,,,,,0.33,1.12,
USC00317079,"RALEIGH STATE UNIVERSITY, NC US",35.79082,-78.69875,121.9,2017-02,,,,,0.47,1.42,
US1NCCM0010,"FAYETTEVILLE 9.9 SW, NC US",34.972951,-79.0308,59.1,2017-02,,,,,0.78,1.22,
US1NCCK0006,"MURPHY 6.4 NW, NC US",35.16588,-84.098734,652.9,2017-02,,,,,0.65,2.62,
US1NCWK0181,"RALEIGH 3.2 WSW, NC US",35.81163,-78.71397,130.5,2017-02,,,,,0.26,1.12,
USC00311538,"CASAR, NC US",35.5119,-81.6189,344.4,2017-02,0,0,0,0,0.33,0.8,0
US1NCWK0182,"CARY 2.8 ESE, NC US",35.76152,-78.757327,132.3,2017-02,,,,,0.44,1,
US1NCWK0188,"WAKE FOREST 1.9 NNE, NC US",35.9972,-78.513,98.1,2017-02,,,,,0.3,0.55,
USC00311535,"CARY, NC US",35.71993,-78.78785,118.9,2017-02,,,,,0.51,1.19,
USC00319026,"WALLACE 1 SE, NC US",34.7315,-77.9831,10.7,2017-02,,,,,0.93,1.81,
US1NCDH0035,"DURHAM 10.7 NNE, NC US",36.129228,-78.861136,126.8,2017-02,,,,,0.22,0.36,
US1NCCN0051,"TRENT WOODS 0.4 ENE, NC US",35.08,-77.0893,3.4,2017-02,,,,,0.77,1.91,
US1NCDH0036,"CHAPEL HILL 4.9 SSE, NC US",35.8683,-78.9926,85.6,2017-02,,,,,0.32,0.76,
US1NCCN0052,"NEW BERN 6.8 ESE, NC US",35.07577896,-76.97200775,2.1,2017-02,,,,,0.71,1.65,
US1NCCM0019,"STEDMAN 1.0 NW, NC US",35.019543,-78.712689,39,2017-02,,,,,0.84,1.1,
US1NCDH0033,"CHAPEL HILL 2.5 SE, NC US",35.90353757,-79.00617912,84.1,2017-02,,,,,0.44,1.01,
US1NCDH0034,"DURHAM 5.2 NW, NC US",36.034668,-78.980595,154.2,2017-02,,,,,0.58,0.98,
US1NCAL0030,"SNOW CAMP 1.9 N, NC US",35.921533,-79.428886,214.6,2017-02,,,,,0.86,1.33,
US1NCMS0021,"HOT SPRINGS 5.6 SSW, NC US",35.815318,-82.860983,626.1,2017-02,,,,,0.64,1.3,
US1NCSW0006,"WESSER 1.7 SE, NC US",35.31833,-83.5645,768.1,2017-02,,,,,0.42,1.69,
US1NCAL0031,"MEBANE 2.9 NNE, NC US",36.131623,-79.261558,193.5,2017-02,,,,,0.32,0.56,
US1NCMS0020,"MARSHALL 7.5 WSW, NC US",35.770062,-82.812851,873.9,2017-02,,,,,0.57,1.89,
US1NCGN0007,"SNOW HILL 3.1 NNE, NC US",35.495357,-77.660428,29.3,2017-02,,0,,0,1,1.3,0
US1NCMS0018,"LEICESTER 6.5 WNW, NC US",35.6955,-82.7991,759.3,2017-02,,,,,0.44,1.31,
US1NCCM0021,"FAYETTEVILLE 5.1 WNW, NC US",35.106198,-78.978935,66.1,2017-02,,,,,0.62,0.95,
US1NCMS0016,"MARS HILL 2.2 SSE, NC US",35.801508,-82.530481,618.1,2017-02,,,,,0.41,1.44,
US1NCWK0194,"APEX 3.0 W, NC US",35.729194,-78.898048,83.8,2017-02,,,,,0.49,0.86,
US1NCFR0004,"LEWISVILLE 4.2 N, NC US",36.154362,-80.405506,269.4,2017-02,,,,,0.76,1.41,
US1NCWK0195,"RALEIGH 6.9 ESE, NC US",35.796616,-78.539952,58.5,2017-02,,,,,,0.79,
US1NCMS0019,"MARSHALL 15.1 NNE, NC US",36.00835037,-82.61821747,946.4,2017-02,,,,,0.51,1.85,
USC00313969,"HENDERSON 2 NNW, NC US",36.3488,-78.41193,146.3,2017-02,0,0,0,0,0.42,0.43,0
US1NCWK0198,"CARY 1.9 SE, NC US",35.76538849,-78.77250671,129.8,2017-02,,,,,0.44,1.07,
USC00310212,"APEX, NC US",35.74263,-78.83697,137.2,2017-02,,,,,0.5,1.27,
US1NCWK0199,"GARNER 1.6 SSE, NC US",35.672875,-78.617372,88.1,2017-02,,,,,0.59,1.49,
USC00312635,"EDENTON, NC US",36.0164,-76.5516,3,2017-02,,,,,0.5,1.43,
US1NCCN0066,"RIVER BEND 0.8 ENE, NC US",35.076023,-77.139175,344.1,2017-02,,,,,0.76,1.93,
US1NCCV0019,"MOORESBORO 2.7 SW, NC US",35.268827,-81.73053,271.3,2017-02,,,,,0.25,0.9,
US1NCCN0067,"TRENT WOODS 1.0 NNE, NC US",35.090558,-77.089713,5.2,2017-02,,0,,0,0.69,1.84,0
US1NCMT0002,"JAMESVILLE 1.5 SSE, NC US",35.7919031,-76.8895652,13.4,2017-02,,0,,0,0.63,1.15,0
USC00312631,"EDEN, NC US",36.4742,-79.7433,206.7,2017-02,0,0,0,0,0.77,1.24,0
US1NCCN0061,"NEW BERN 4.6 SW, NC US",35.074647,-77.137348,2.1,2017-02,,,,,0.79,1.97,
US1NCCV0025,"BOILING SPRINGS 1.1 N, NC US",35.264446,-81.669784,276.8,2017-02,,,,,0.38,1.08,
US1NCCV0026,"SHELBY 3.5 N, NC US",35.33964157,-81.5329895,268.5,2017-02,,,,,0.3,0.81,
US1NCCN0063,"NEW BERN 5.2 SE, NC US",35.064403,-77.01576,8.2,2017-02,,,,,0.66,1.62,
US1NCDH0026,"DURHAM 5.8 NW, NC US",36.0482,-78.9757,142.6,2017-02,,,,,0.23,0.27,
US1NCCN0064,"NEW BERN 7.0 E, NC US",35.12060928,-76.9545517,3.7,2017-02,,0,,0,0.59,1.47,0
US1NCCV0028,"SHELBY 5.8 SW, NC US",35.223258,-81.605572,201.5,2017-02,,,,,0.44,1.24,
US1NCCV0022,"LAWNDALE 2.2 NNE, NC US",35.443105,-81.544534,283.5,2017-02,,,,,0.33,0.79,
US1NCMT0007,"JAMESVILLE 6.1 SW, NC US",35.74264,-76.9673,12.5,2017-02,,,,,0.51,1.3,
US1NCON0064,"HUBERT 4.4 SE, NC US",34.65779877,-77.20630646,9.8,2017-02,,,,,1.06,2.21,
US1NCCV0023,"SHELBY 1.7 NNW, NC US",35.31206894,-81.55135345,261.2,2017-02,,,,,0.34,0.99,
US1NCDH0022,"DURHAM 6.8 NNW, NC US",36.07097626,-78.96331024,117.7,2017-02,,,,,0.43,0.85,
US1NCCV0024,"MOORESBORO 6.0 S, NC US",35.213388,-81.708333,216.4,2017-02,,0,,0,0.52,1.24,0
USC00317097,"RANDLEMAN, NC US",35.8222,-79.7917,246.9,2017-02,,,,,0.4,0.76,
US1NCMS0010,"HOT SPRINGS 0.9 NW, NC US",35.901755,-82.839311,411.2,2017-02,,,,,0.52,1.69,
US1NCED0011,"TARBORO 5.9 SE, NC US",35.839078,-77.494955,13.4,2017-02,,0,,0,0.61,1.41,0
US1NCMS0012,"MARSHALL 4.8 SW, NC US",35.75637817,-82.75304413,678.2,2017-02,,,,,0.57,1.75,
US1NCMS0007,"HOT SPRINGS 8.4 SSW, NC US",35.78343,-82.89474,975.4,2017-02,,,,,,1.38,
US1NCMS0005,"MARSHALL 13.6 NNW, NC US",35.98208,-82.76719,635.5,2017-02,,0,,0.1,0.45,1.79,0.1
USC00315913,"MOUNT HOLLY 4 NE, NC US",35.3338,-80.9868,185.9,2017-02,,,,,0.34,0.65,
USC00313976,"HENDERSONVILLE 1 NE, NC US",35.3297,-82.4491,658.4,2017-02,0,0,0,0,0.25,0.89,0
US1NCCV0029,"SHELBY 6.9 NNE, NC US",35.373736,-81.476627,255.4,2017-02,,,,,0.25,0.7,
USC00313971,"HENDERSON 4 NNE, NC US",36.3647,-78.3881,152.4,2017-02,,,,,0.23,0.25,
US1NCMT0010,"ROBERSONVILLE 0.0 NNW, NC US",35.825368,-77.253325,21.9,2017-02,,,,,0.65,1.16,
US1NCCN0074,"NEW BERN 2.6 SW, NC US",35.08924484,-77.10475159,4.6,2017-02,,,,,0.68,1.26,
US1NCCM0039,"GODWIN 2.1 SW, NC US",35.195951,-78.70753,40.8,2017-02,,,,,0.73,1.05,
US1NCCM0038,"FAYETTEVILLE 2.6 N, NC US",35.10917,-78.89444,58.5,2017-02,,,,,0.18,1.14,
USR0000NBFT,"BEAUFORT NORTH CAROLINA, NC US",35.5206,-76.9314,7.6,2017-02,,,,,,,
US1NCCM0034,"HOPE MILLS 8.0 SSE, NC US",34.87271667,-78.88165,46.3,2017-02,,,,,0.8,1.26,
USC00315923,"MOUNT MITCHELL, NC US",35.7585,-82.2711,1902,2017-02,8,2,8,2,0.6,1.45,3.8
USC00313503,"GOLDSBORO AG 1 N, NC US",35.42433,-77.99872,33.2,2017-02,,,,,0.63,0.88,
US1NCDH0006,"DURHAM 1.2 NW, NC US",35.9914,-78.931,113.1,2017-02,,,,,0.58,0.97,
US1NCCL0003,"CHADBOURN 1.1 NNW, NC US",34.3373,-78.833674,29.9,2017-02,,,,,0.76,1.28,
US1NCWR0011,"WISE 0.3 NNW, NC US",36.490341,-78.172615,115.2,2017-02,,,,,,0.98,
US1NCON0086,"SWANSBORO 1.4 N, NC US",34.710851,-77.129041,9.1,2017-02,,,,,1.4,2.45,
US1NCLE0004,"SANFORD 7.1 SE, NC US",35.40248871,-79.09475708,107,2017-02,,0,,0,0.47,0.64,0
US1NCLE0003,"SANFORD 6.6 S, NC US",35.383124,-79.163226,121,2017-02,,0,,0,0.52,0.52,0
US1NCYN0007,"BALD CREEK 1.2 NW, NC US",35.9232,-82.4388,862.9,2017-02,,,,,0.61,1.51,
US1NCBC0085,"ASHEVILLE 6.3 NW, NC US",35.6362,-82.6302,647.7,2017-02,,,,,0.28,0.9,
US1NCBC0087,"BAT CAVE 1.9 N, NC US",35.479675,-82.284756,624.2,2017-02,,,,,,0.67,
US1NCWK0141,"GARNER 3.8 W, NC US",35.684033,-78.693557,110.3,2017-02,,,,,0.58,1.47,
USC00311578,"CATAWBA 5 SW, NC US",35.6487,-81.1342,309.4,2017-02,0,0,0,0,0.18,0.74,0
USC00310241,"ARCOLA, NC US",36.2911,-77.9822,100.6,2017-02,,,,,0.55,0.55,
USC00315930,"MOUNT OLIVE 6 SE, NC US",35.13763,-77.98908,49.4,2017-02,0,0,0,0,0.71,0.71,0
US1NCWK0138,"KNIGHTDALE 1.4 SW, NC US",35.7802887,-78.50537109,76.8,2017-02,,0,,0,0.55,1.04,0
US1NCBC0091,"CANDLER 1.3 N, NC US",35.55463,-82.692977,677.9,2017-02,0,0,0,0,0.39,0.87,0
USR0000NJCY,"JACKSON CO NORTH CAROLINA, NC US",35.3167,-82.2,853.4,2017-02,,,,,,,
US1NCYN0014,"BURNSVILLE 6.6 SSW, NC US",35.824433,-82.329157,1010.1,2017-02,,,,,,1.91,
US1NCYN0012,"BURNSVILLE 6.4 S, NC US",35.82636,-82.28427,952.8,2017-02,,,,,0.56,1.31,
US1NCLR0010,"KINSTON 5.1 WNW, NC US",35.30070037,-77.67621182,30.8,2017-02,,,,,0.72,0.95,
US1NCYN0013,"BURNSVILLE 5.9 SSW, NC US",35.838633,-82.341433,1163.1,2017-02,,,,,0.42,1.51,
US1NCWR0007,"NORLINA 5.0 N, NC US",36.517397,-78.192143,90.8,2017-02,,,,,0.38,0.88,
US1NCLR0004,"KINSTON 3.7 WNW, NC US",35.30044961,-77.64779664,36.9,2017-02,,,,,0.76,1.08,
US1NCLR0005,"KINSTON 4.6 NNE, NC US",35.335688,-77.556895,19.2,2017-02,,0,,0,0.71,0.99,0
US1NCLR0007,"KINSTON 4.7 ESE, NC US",35.2460359,-77.515621,10.7,2017-02,,,,,0.75,1.15,
USC00315945,"MOUNT PLEASANT, NC US",35.41179,-80.43104,219.5,2017-02,0,0,0,0,0.08,1.17,0
US1NCBC0099,"ASHEVILLE 4.1 ESE, NC US",35.556599,-82.479347,675.4,2017-02,,,,,0.35,0.8,
US1NCBC0094,"SWANNANOA 3.0 W, NC US",35.603096,-82.445701,681.2,2017-02,,,,,0.3,0.84,
US1NCBC0095,"WEAVERVILLE 0.6 W, NC US",35.697933,-82.568916,661.7,2017-02,,,,,0.38,0.89,
US1NCWY0001,"GOLDSBORO 4.4 E, NC US",35.3724,-77.89842,40.8,2017-02,,0,,0,0.78,0.88,0
USC00314860,"LAURINBURG, NC US",34.7502,-79.46628,64,2017-02,0,0,0,0,0.3,0.48,0
US1NCWK0149,"KNIGHTDALE 4.7 SSE, NC US",35.726918,-78.464817,78.9,2017-02,,,,,0.54,1.19,
US1NCWY0002,"PIKEVILLE 6.2 WSW, NC US",35.470358,-78.08919,35.1,2017-02,,0,,0,0.57,0.79,0
US1NCRN0023,"ASHEBORO 1.3 SSE, NC US",35.703544,-79.801582,270.7,2017-02,,,,,0.25,0.77,
USR0000NPOC,"POCOSIN LAKES NORTH CAROLINA, NC US",35.7469,-76.5108,1.8,2017-02,,,,,,,
US1NCYN0004,"BURNSVILLE 6.5 SSW, NC US",35.829683,-82.3285,947.9,2017-02,,0,,0.1,0.58,1.68,0.1
US1NCJH0020,"CLAYTON 4.6 ESE, NC US",35.6169,-78.3846,93,2017-02,,0,,0,0.53,1.24,0
US1NCJH0022,"MIDDLESEX 5.5 SSW, NC US",35.721802,-78.258338,83.2,2017-02,,,,,0.58,1.3,
US1NCSR0002,"DOBSON 2.3 SE, NC US",36.366946,-80.692741,348.7,2017-02,,,,,0.56,1.23,
USC00316805,"PISGAH FOREST 3 NE, NC US",35.2719,-82.6475,667.5,2017-02,0,0,0,0,0.17,0.67,0
US1NCBC0064,"WEAVERVILLE 4.2 N, NC US",35.7579,-82.56181,658.1,2017-02,,,,,0.42,1.23,
US1NCBC0066,"WEAVERVILLE 5.6 E, NC US",35.7077,-82.4592,780.9,2017-02,0,0,0,0.1,0.52,1.28,0.1
US1NCSR0004,"MOUNT AIRY 4.3 W, NC US",36.494052,-80.689644,389.5,2017-02,,,,,0.32,0.96,
USC00312200,"CULLOWHEE, NC US",35.3116,-83.1747,668.1,2017-02,0,0,0,0,0.41,1.54,0
USR0000NLEX,"LEXINGTON NORTH CAROLINA, NC US",35.7922,-80.312,228.6,2017-02,,,,,,,
US1NCWK0172,"FUQUAY VARINA 2.4 ESE, NC US",35.5737499,-78.7563129,107.3,2017-02,,,,,0.73,1.36,
USR0000NTUR,"TURNBULL CREEK NORTH CAROLINA, NC US",34.6831,-78.5817,30.5,2017-02,,,,,,,
USR0000NTUS,"TUSQUITEE NORTH CAROLINA, NC US",35.04,-84.06,698.9,2017-02,,,,,,,
US1NCBC0074,"BLACK MOUNTAIN 2.8 N, NC US",35.654,-82.338,783,2017-02,,,,,0.4,1.47,
US1NCWK0176,"CARY 0.4 NNW, NC US",35.789148,-78.802298,133.2,2017-02,,,,,0.41,1.05,
US1NCWK0174,"RALEIGH 1.7 N, NC US",35.84654999,-78.66304016,75.9,2017-02,,,,,,0.79,
USC00313784,"HAMLET, NC US",34.88634,-79.69238,106.7,2017-02,,,,,0.71,1.09,
US1NCLR0022,"KINSTON 7.0 SW, NC US",35.1919,-77.6598,24.1,2017-02,,,,,0.71,1.08,
US1NCLR0023,"KINSTON 4.4 WNW, NC US",35.288973,-77.666513,31.7,2017-02,,0,,0,0.72,1.01,0
US1NCJH0046,"CLAYTON 6.8 ESE, NC US",35.61936944,-78.341075,51.2,2017-02,,,,,0.58,1.22,
US1NCMK0077,"CORNELIUS 1.5 W, NC US",35.48487473,-80.89511108,246.3,2017-02,,,,,0.25,0.57,
US1NCHR0026,"FUQUAY VARINA 6.1 SSW, NC US",35.50411987,-78.81704712,105.2,2017-02,,,,,0.55,1.15,
US1NCWK0100,"RALEIGH 6.9 N, NC US",35.921419,-78.67411,109.4,2017-02,,,,,0.31,0.71,
USC00310286,"ASHEBORO 2 W, NC US",35.70838,-79.83811,265.2,2017-02,,,,,0.24,0.76,
USC00313555,"GRAHAM 2 ENE, NC US",36.0503,-79.3728,201.2,2017-02,,,,,0.42,0.69,
USR0000NCRN,"CROATAN NORTH CAROLINA, NC US",34.7833,-76.8667,6.1,2017-02,,,,,,,
US1NCSC0002,"LAURINBURG 5.7 SSW, NC US",34.691329,-79.516161,50,2017-02,,,,,0.68,1.2,
US1NCUN0017,"WAXHAW 4.1 ENE, NC US",34.944722,-80.674722,196.9,2017-02,,0,,0,0.75,1.19,0
US1NCGL0008,"GREENSBORO 5.3 NNE, NC US",36.1515,-79.7968,242.3,2017-02,,,,,0.35,0.98,
US1NCGL0007,"OAK RIDGE 2.3 SSW, NC US",36.140393,-80.000353,264.3,2017-02,,,,,,0.98,
US1NCOR0006,"HILLSBOROUGH 7.4 NW, NC US",36.1515,-79.1908,202.4,2017-02,,,,,0.23,0.44,
US1NCOR0002,"EFLAND 4.0 NNW, NC US",36.138333,-79.180556,210.9,2017-02,,,,,0.32,0.63,
USC00317924,"SILER CITY 2 N, NC US",35.7609,-79.46255,185.9,2017-02,,,,,0.3,0.97,
USC00312238,"DANBURY, NC US",36.4301,-80.1789,310.6,2017-02,0,0,0,0,0.39,0.94,0
USC00315743,"MOCKSVILLE 5 SE, NC US",35.84219,-80.49777,207.3,2017-02,0,0,0,0,0.19,0.61,0
US1NCHR0034,"COATS 0.2 ESE, NC US",35.405216,-78.665881,89.3,2017-02,,0,,0,0.58,0.78,0
US1NCWK0115,"RALEIGH 2.7 NNE, NC US",35.856224,-78.635964,118.9,2017-02,,,,,0.42,0.9,
USC00313565,"GRANDFATHER MOUNTAIN, NC US",36.0963,-81.8311,1609.3,2017-02,1,1,1,1,0.61,1.54,1
US1NCWK0105,"CARY 2.7 S, NC US",35.744152,-78.806075,125.6,2017-02,,,,,0.43,0.95,
US1NCWK0106,"CARY 0.5 NW, NC US",35.796525,-78.787353,137.5,2017-02,,,,,0.43,1.15,
US1NCUN0027,"WEDDINGTON 1.9 WSW, NC US",35.024841,-80.771545,203.3,2017-02,,,,,0.45,0.98,
US1NCJH0063,"CLAYTON 3.3 ENE, NC US",35.672634,-78.409744,81.1,2017-02,,,,,0.56,1.25,
US1NCHR0007,"LILLINGTON 2.0 W, NC US",35.4028,-78.8508,103.9,2017-02,0,0,0,0,0.5,0.62,0
USC00315996,"MURFREESBORO, NC US",36.4521,-77.0803,30.5,2017-02,,,,,0.34,0.72,
US1NCHR0002,"COATS 0.7 W, NC US",35.4049,-78.681,75.9,2017-02,,0,,0,0.64,0.83,0
US1NCWK0119,"RALEIGH 5.5 WSW, NC US",35.80356979,-78.75443268,127.1,2017-02,,,,,0.46,1.25,
US1NCWY0012,"GOLDSBORO 4.6 ENE, NC US",35.4006784,-77.9020348,37.2,2017-02,,0,,0,0.72,0.99,0
US1NCWY0017,"KENLY 4.9 SE, NC US",35.54779053,-78.057724,40.8,2017-02,,0,,0,0.47,0.81,0
US1NCWY0010,"GOLDSBORO 11.5 WSW, NC US",35.29655,-78.16499,50.3,2017-02,,0,,0,0.85,1.01,0
USC00313106,"FLETCHER 3 W, NC US",35.4267,-82.557,630.9,2017-02,0,0,0,0,0.2,0.69,0
US1NCHR0017,"CAMERON 7.6 E, NC US",35.32866667,-79.11633333,84.7,2017-02,,,,,,0.67,
US1NCWK0130,"FUQUAY VARINA 2.3 NE, NC US",35.614845,-78.764976,113.1,2017-02,,,,,0.73,1.49,
US1NCWK0131,"WAKE FOREST 4.7 NW, NC US",36.01764297,-78.58170319,122.2,2017-02,,,,,,1.06,
USC00311165,"BRYSON CITY 4, NC US",35.4467,-83.4623,605,2017-02,0,0,0,0,0.59,1.85,0
US1NCUN0010,"MONROE 9.2 N, NC US",35.1187,-80.51475,202.4,2017-02,,0,,0,0.5,1.25,0
